Original,Translate,Translate_GPT_1
E quello Schifo molto s’assicura.,Et ce Schtroumpf a été beaucoup plus fort.,Et cette répulsion s'est considérablement intensifiée.
"Idio e tutti i santi ciaschun giura,","Dieu et tous les saints jurent chacun,","Dieu et tous les saints jurent chacun,"
Ched ele ’l mi faranno conperare:,Cela me fera me repentir:,Ils vont me faire le regretter.
Allor ciascun mi cominciò a buttare;,Alors tout le monde a commencé à me maltraiter;,Puis tout le monde a commencé à me traiter mal;
Molto mi fecier dispett’e ladura;,Ils m'ont rendu très irrespectueux et douloureux;,J'ai été infligé sur de nombreux visages et souffrances.
"E’ disson ch’i’ avea troppo fallato,",Ils ont dit que j'avais trop tort.,Ils ont prétendu que j'avais fait trop d'erreurs.
"Po’ che Bellacoglienza, per su’ onore,","Pour Bellacoglienza, pour son honneur,","Pour Bellacoglienza, pour son décorum,"
"E lei e ’l suo m’avea abandonato,","Et elle et la sienne m'avaient abandonné,",Elle et la sienne m'ont laissé derrière.
Ched i’ pensava d’inbolarle il Fiore.,Parce que je pensais tromper la Fleur.,Parce que je pensais tromper la Fleur.
"Dritt’era, ch’i’ ne fosse gastigato,","Il était juste que vous soyez puni,",C'était approprié pour moi d'être puni.
Sì ch’i’ ne stesse ma’ senpre in dolore.,Donc je serais toujours dans la douleur.,Pour que je reste constamment affligé.
Allor Bellacoglienza fu fermata,Alors Bellacoglienza a été arrêté,Puis Bellacoglienza a été arrêté.
"Da questi tre portier’ sotto tre porte,",De ces trois gardes sous trois portes,De ces trois gardiens sous trois portes
E’ con una catena molto forte,Avec une chaîne très forte,Avec une chaîne robuste
Quella gientil ebero ’ncatenata.,Le gentil était enchaîné.,Ce bienveillance a été emprisonné.
"Po’ corser sopra me, quella brigata,",Puis ils ont couru sur moi ce gang,Puis cette foule est venue sur moi.
E disson: «Sopra te cadran le sorte».,"Et ils dirent : ""Les destins tomberont sur toi.""",Et ils dirent: «Vos fortunes seront décidées.»
"Allor credetti ben riciever morte,","Puis j'ai cru que j'allais mourir,",Puis j'ai pensé que j'allais faire face à la fin.
Tanto faciean di me gran malmenata:,Ils me tabasseraient quand même.,"De toute façon, ça me ferait du mal."
Sì ch’i’ misericordia domandai,Alors j'ai demandé la miséricorde.,Alors j'ai supplié pour la miséricorde.
"A Paura, a Vergognia, e a quel crudele,","La peur, la honte et la cruauté,","La peur, l'embarras, et cette impitoyable."
Ma i•nessuna guisa la trovai.,Mais je ne l'ai pas trouvée.,En aucun cas je ne l'identifie.
Ciascun sì m’era più amar che fele;,Chacun était plus amer que la galle;,Chacun était plus amer que du poison.
Per molte volte «Merzé!» lor gridai:,"Pendant de nombreuses fois, ils criaient:","Pour d'innombrables fois, ""Piety!"" je leur criai dessus."
Que’ mi diciean: «Per niente bele».,"Ces gars étaient comme, ""Pas bon du tout.""","Ils ont dit, ""Absolument laid."""
"Come costor m’andavar tormentando,","Pendant qu'ils me tourmentaient,","Comme ils me tourmentaient,"
"E l’oste al Die d’Amor si fu sentita,",L'Hostie de Dieu d'Amour a été entendue,L'invocation de Dieu d'Amour a été entendue.
E’ sì cogniobor ch’i’ avea infralita,Et donc ils savaient que j'avais cassé,Alors ils ont découvert que j'avais violé
La bocie: inmantenente miser bando,Le serment: immédiatement ils ont ordonné,Le serment: immédiatement ils ont commandé
Che ciascun si vada apparechiando,Laissez chacun aller et préparez-vous,Que tout le monde se prépare
"A me socorere a canpar la vita,","En m'aidant à acheter ma vie,",Me sauver pour acquérir l'existence.
"Ch’ella sarebe in poco d’or fallita,",Qu'elle serait perdue en peu de temps,Qu'elle serait perdue en un rien de temps.
Sed e’ no•mi veniser confortando.,Si je n'avais pas été réconforté.,Si on ne m'avait pas offert de soulagement.
"Quando   i portir’ sentiron quel baratto,","Quand les gardes entendirent le troc,","Quand les gardes ont entendu un métier,"
Inmantenente tra lor si giuraro,"Immédiatement, ils se jurèrent l'un à l'autre.","Instinctivement, ils se promettaient l'un l'autre."
"Di non renderla a forza, né a patto;","Ne pas le rendre par la force, ni par l'alliance;","Ne le reprends pas avec violence, ou avec l'accord."
E que’ di fuor ancor sì si legaro,"Et ils se lient aussi à l'extérieur,",Les étrangers les ont rejoints aussi.
"Di non partirsi, s’e’ non fosse fatto,","Ne pas se séparer si ce n'était pas fait,",Ne vous séparez pas si vous n'avez pas à le faire.
E di questo tra•llor si fidanzaro.,Et ils se sont fiancés.,"Et de cela, ils se déclaraient engagés."
Francheza si venne primiera mente,Franchezza est venu en premier avec détermination,La discipline est venue en premier avec fermeté.
"Contra lo Schifo, ch’è molto oltragioso,","Contre le Scum, qui est très scandaleux,","Contre l'horrible, ce qui est extrêmement offensant."
"E per senbianti fiero e coragioso,","Et d'avoir l'air fier et courageux,",D'avoir l'air fier et intrépide.
Ma quella venne molto humile mente.,Mais c'est venu très humblement.,Mais elle s'est présentée avec une grande humilité.
"Lo Schifo sì ponea tropo ben mente,",Le dégoûtant était trop bon.,La répugnance s'est comportée trop gentiment.
"Ché ’n ben guardar era molto invioso,","Parce qu'il était très envieux d'avoir l'air bien,",Il était très jaloux d'observer attentivement.
Che quella non potesse di nascoso,Qu'elle ne pouvait pas entrer en douce.,Qu'elle ne pouvait pas en secret
Entrar dentr’a la porta con sua giente.,Monte à la porte avec son peuple.,Restez au seuil avec sa tribu.
"Francheza mise mano ad una lancia,","Franceza a posé la main sur sa lance,",French a attrapé sa lance.
"Sì s’aperse per dare a quel cagnione,","Et il s'est ouvert pour donner à ce chien,","Il s'ouvrit largement pour accorder ce chien,"
E crudel mente   contra lui la lancia.,"et le jette cruellement sur lui,",et le jette brutalement sur lui.
"Lo Schifo si avea in mano un gran bastone,","La merde avait un gros bâton dans la main,",La merde tenait un gros bâton.
"E co•lo scudo il colpo sì•llo schiancia,","Et avec le bouclier, le tir s'est évanoui.","Et avec le bouclier, le tir s'est éteint"
"E fiede a•llei, e falla gir boccone.","Et il l'a blessée, la faisant mordre.","Elle a été frappée, en tournant comme un haut."
"La lancia a pezi a pezi à dispezata,","La lance a été détruite pièce par pièce,",La lance a été démolie fragment par fragment.
"E’ po’ avisa un colpo ismisurato,","Mais il y a eu un énorme coup,","Soudain, un terrible coup est venu."
Sì che tutto lo scudo à squartellato:,Et tout le bouclier a été déchiré.,Tout le bouclier a été déchiré.
"Francheza si è in terra rovesciata,","Francheza est à l'envers,","Franchezza est à l'envers, à l'envers."
"E que’ de’ colpi fa gran dimenata,","Et celui sur les blessures a fait un grand bruit,",Et celui sur les blessures a fait un grand bruit.
"E la bella «Merzé!» gli à domandato,",Et la belle Merze ! lui demanda :,"Et la belle Merze ! l'interrogea,"
Sì ch’a Pietà ne prese gran peccato:,"Tant que Pietà en a pris un grand péché,",Jusqu'à ce que Pietà prenne un grand blâme.
Verso il villan sì•ss’è adirizata,Vers la villa a fait rage,Elle se mit en colère contre le méchant.
"E con uno spuntone lo gì pungiendo,","Et avec une pointe, il le pique.","Et avec un pourboire, il l'a percé."
"E di lagrime tuttora il bagniava,","Et encore pleuré de larmes,",Il pleurait et pleurait encore.
"Sì che ’l villan si venia rendendo,",Tant que le méchant riait,Tant que les méchants arrivèrent à rire.
C’aviso gl’iera ched egli afogava.,Depuis qu'il pensait qu'il se noyait.,Depuis qu'il avait peur de se noyer.
"Allor Vergognia vi venne corendo,",Puis la honte est venue courir,Puis la honte est venue courir
Perché lo Schifo «Socorso!» gridava.,Parce que l'enfoiré criait pour de l'aide !,Parce que le Dirty Screaing Rescue !
"Vergognia si venne contra Pietade,","Honte était opposée à Mercy,",Remorse a contracté Compassion.
E molto forte mente la minaccia;,Et il la menaça d`une grande force;,Et il la menaça avec une grande vigueur;
"E quella, che dottava sua minaccia,","Et vous, qui saviez comment réagir aux menaces,","Elle, qui était experte dans la réponse à l'intimidation."
"Sì s’aparechia a mostrar  sua bontade,","Il se préparait à montrer sa bonté,",Il se préparait à faire preuve de bonté.
Ché ben conoscie sua diversitade.,Car il était bien conscient de la diversité,Parce qu'il était bien informé sur la variété
"Vergognia a una spada la man caccia,","Honte qu'il ait saisi l'épée d'une main,",Remorse a saisi l'épée d'une main.
Sì disse: «I’ vo’ ben che ciaschedun saccia,"Et il a dit, ""Je veux que tout le monde sache","""Et il a déclaré, ""J'aimerais que tout le monde le sache."""
Ched i’ te pagherò di tue derate!».,"Que je vous paierai pour votre erreur.""",Que je vous indemniserai pour votre erreur.
"Allora alza la spada a•llei fedire,","Puis il leva son épée pour la frapper,",Puis il a levé la lame pour l'attaquer.
"Ma Diletto si venne a•llei atare,","Mais le bien-aimé est intervenu pour la protéger,",Mais bien-aimé intercéda pour la sauver.
"E di suo scudo la sepe coprire,","Et avec son bouclier, il l'a couvert,","Et avec son armure, il l'a défendue."
E poi si torna per lei vendicare.,Et puis il est revenu pour se venger d'elle.,Alors il est revenu la récupérer.
Ma Vergognia sapea sì lo schermire,Mais la honte a pu se défendre.,Mais la honte était bien préparée.
Che que’ no•lla potea magagniare.,Donc il ne pouvait rien lui faire.,Donc il ne pouvait rien lui faire.
"Vergognia mise allor man a la spada,","Honte alors mis sa main à l'épée,","L'humiliation a saisi la lame,"
E sì se ne vien dritta ver’ Diletto.,Et il s'est dirigé droit vers le Bien-Aimé.,Et il s'est dirigé droit vers le plaisir.
"Inmantenente lo scudo ebe al petto,","Immédiatement le bouclier avait sur sa poitrine,","Immédiatement, le bouclier s'est posé sur la poitrine."
"E disse: «Come vuole andar, sì vada,","Et il a dit, ""Allez comme il faut,","Et il a déclaré, ""Vous avez agi comme vous devez,"
"Chéd i’ te pur farò votar la strada,","Mais je le ferai se repentir de sa voie,",Mais je lui ferai regretter son choix.
O tu farai di piana terra letto!».,"Ou je vous poserai sur le sol.""",Je vais te mettre au sol.
"Allor lo fie’ co•molto gran dispetto,","Alors il le frappa avec une grande colère,","Puis il le frappa avec une grande fureur,"
"Come colei, c’a uciderlo bada:",Comme celui qui voulait le tuer :,Comme celui qui voulait l'éliminer.
"Sì che l’uccide giù tutto stenduto,","Il l'a tué allongé là,",Il l'a éliminé.
E sì li avrebe fesso insino a’ denti.,Et il aurait pu le blesser jusqu'aux dents.,Il aurait pu lui faire du mal à l'os.
"Ma quando Ben-Cielar l’ebe veduto,","Mais quand Ben-Cielar l'a vu,","Quand Ben-Cielar l'a vu,"
"Perciò ch’egli eran distretti parenti,","Parce qu'ils étaient proches parents,","Parce qu'ils étaient sanguinaires,"
Inmantenente sì gli fecie aiuto.,"Immédiatement, il lui a donné de l'aide.",Il lui a immédiatement offert de l'aide.
Vergognia disse: «I’ vi farò dolenti!».,"Honte qu'il ait dit, ""Je vais vous faire souffrir!""","Honte il a déclaré, ""Je vais vous apporter le châtiment!"""
"Molt’era buon guerrier, quel Buon-Cielare,","C'était un très bon guerrier, le Bon Ciel,","C'était un vaillant combattant, le Generous-Heavenly."
"Alzò la spada, e sì fiede Vergognia:","Il leva son épée, et frappa la honte.","Il leva la lame, et frappa un coup de déshonneur."
"Sì gran colpo, ched ella tutta ingrogna,",Le coup était si fort qu'elle est coincée.,"Le coup était si puissant qu'elle était toute froncée,"
E poco ne fallì d’a•tterra andare.,Et il a failli l'abattre.,Elle a failli l'écraser au sol.
"E’ poi la cominciò a predicare,","Puis il commença à prêcher,",Il a commencé à proclamer.
E disse: «Tu non temi aver vergogna,"Et il dit: ""Vous craignez de ne pas avoir honte,","Et il a dit, ""Vous n'avez pas peur d'être gêné,"
"Di me, chéd e’ nonn-à, di qui a Bolognia,","de moi, parce qu'il n'y en a pas, d'ici à Bologne,","de moi, parce qu'il n'y en a pas, d'ici à Bologne,"
"Nessun, c’un fatto saccia me’ cielare","Personne ne sait pour mon ciel,",Personne ne sait pour mon projet.
"Che saprò io, e perciò porto i’ ’l nome».","Ce que je saurai, et c'est pourquoi je porte le nom","C'est ce que je sais, et je m'appelle donc sage."
Vergogna   sì non sepe allor che dire.,La honte ne savait pas quoi dire.,La honte ne savait pas quoi exprimer.
"Paura lo sgridò: «Cugina, come","La peur l'a réprimandée: ""Cugina, viens","L'effroi l'a réprimandée en ces termes: ""En tant qu'appartenant, comme"
À’ tu perduto tutto tuo ardire?,Avez-vous perdu tout votre courage ?,Avez-vous perdu toute votre audace ?
"Or vegh’i’ ben che vita tropp’ò durome,","Maintenant je vois que la vie est trop dure,","Maintenant je vois que la vie est trop difficile,"
Quando tu ài paura di morire».,"Quand tu as peur de mourir.""",Quand tu as peur de périr.
"A la sua spada mise man Paura,","La peur a posé les mains sur son épée,","La peur a saisi sa lame,"
"Per soccorer Vergogna, sua vicina.","Pour aider la honte, son voisin.","Pour soulager le malheur, votre compagnon."
"A Ben-Cielar diè per sì grande aina,","Ben Cielar a subi une telle blessure,",Ben Cielar a subi une blessure si grave.
Ched e’ fu de la vita inn-aventura.,C'était la fin de sa vie.,Cela a marqué la fin de son existence.
Contra lei battaglia poco dura:,Un peu dur La bataille contre elle:,"Bref, le combat contre elle."
Ardimento s’occorse a la miccina,"Le courage a sauvé le petit,",La valeur a aidé la jeune femme.
"Con una spada molto chiara e fina,","Avec une épée très claire et fine,",Avec une lame brillante et fine.
E sì•lle fecie molto gran paura.,Et elle avait très peur.,Et ça lui a causé une grande anxiété.
"Ma tuttavia Paura   si conforta,","Mais la peur fut rafraîchie,","Cependant, la peur s'est apaisée."
"E prese cuore in far sua difensione,","Et il a pris courage de se défendre,",Il a pris le courage de se protéger.
E disse c’ameria me’ d’esser morta,"Et elle a dit qu'elle préférerait être morte,",Elle a dit que ce serait mieux si elle était morte.
C’Ardimento le tolga sua ragione.,Plutôt que de perdre la tête.,Au lieu de dissiper sa lucidité.
"Allora in testa gli diè tal iscorta,","Puis il a frappé si fort,",Puis il a donné un coup vigoureux et puissant.
Ched ella ’l mise giù in terra boccone.,Ça l'a fait tomber au sol comme une pacion.,Ça l'a fait tomber au sol comme une masse.
Quando Sicurtà vide c’Ardimento,Quand la Sécurité a vu ce courage,Quand Surveillance a remarqué que Audacia
"Contra Paura avea tutto perduto,","Contre la peur, il avait tout perdu,","Contre la peur, il avait tout perdu."
