,Paradiso,Parafrasi
1742," e questo era d’un altro circumcinto, e quel dal terzo, e ’l terzo poi dal quarto, dal quinto il quarto, e poi dal sesto il quinto","e questo cerchio era circondato da un altro, e quello da un terzo, e il terzo poi da un quarto, il quarto da un quinto e il quinto da un sesto"
1743," Sopra seguiva il settimo sì sparto già di larghezza, che ’l messo di Iuno intero a contenerlo sarebbe arto","Più all'esterno ce n'era un settimo, talmente esteso che il messaggero di Giunone , benché tutto intero, sarebbe troppo piccolo per contenerlo"
1744, Così l’ottavo e ’l nono,Così l'ottavo e il nono
1745," e chiascheduno più tardo si movea, secondo ch’era in numero distante più da l’uno"," e ognuno di essi era tanto più lento, quanto più il numero d'ordine che occupava era superiore ad uno "
1746," e quello avea la fiamma più sincera cui men distava la favilla pura, credo, però che più di lei s’invera","e il cerchio che aveva la fiamma più splendente era quello più vicino al punto luminoso, perché - credo - si nutriva maggiormente della sua verità"
1747," La donna mia, che mi vedea in cura forte sospeso, disse","La mia donna, che mi vedeva tormentato da un forte dubbio, disse"
1748, «Da quel punto depende il cielo e tutta la natura, «Da quel punto dipende il Cielo e l'interno Universo
1749, Mira quel cerchio che più li è congiunto,Osserva quel cerchio che gli è più vicino
1750, e sappi che ’l suo muovere è sì tosto per l’affocato amore ond’ elli è punto»,e sappi che il suo movimento è tanto veloce a causa dell'amore ardente che lo stimola»
1751, E io a lei,E io a lei
1752," «Se ’l mondo fosse posto con l’ordine ch’io veggio in quelle rote, sazio m’avrebbe ciò che m’è proposto"," «Se l'Universo avesse lo stesso ordine che io vedo in quei cerchi, ciò che mi è stato detto mi avrebbe soddisfatto"
1753," ma nel mondo sensibile si puote veder le volte tanto più divine, quant’ elle son dal centro più remote",ma nel mondo sensibile si può constatare che le sfere celesti sono tanto più perfette quanto più lontane sono dalla Terra
1754," Onde, se ’l mio disir dee aver fine in questo miro e angelico templo che solo amore e luce ha per confine, ","Dunque, se io devo soddisfare ogni mio desiderio di conoscenza in questo mirabile e angelico tempio che ha solo amore e luce come suo confine, "
1755," udir convienmi ancor come l’essemplo e l’essemplare non vanno d’un modo, ché io per me indarno a ciò contemplo»","è necessario che io comprenda come mai la copia e il modello sono discordanti, in quanto io vanamente cerco di risolvere la questione»"
1756," «Se li tuoi diti non sono a tal nodo sufficïenti, non è maraviglia","«Se le tue dita non sono in grado di sciogliere questo nodo, non c'è da stupirsi"
1757," tanto, per non tentare, è fatto sodo»","a tal punto esso è stretto, poiché nessuno ha mai tentato di sbrogliarlo»"
1758, Così la donna mia,Così la mia donna
1759, poi disse,poi aggiunse
1760," «Piglia quel ch’io ti dicerò, se vuo’ saziarti","«Ascolta quello che ti dirò, se vuoi saziarti, "
1761, e intorno da esso t’assottiglia,e aguzza la tua mente sulle mie parole
1762, Li cerchi corporai sono ampi e arti secondo il più e ’l men de la virtute che si distende per tutte lor parti,"Le sfere celesti, che sono corpi fisici, sono grandi o piccole a seconda della maggiore o minore virtù che si estende in ogni loro parte"
1763, Maggior bontà vuol far maggior salute,"Un maggior bene produce una maggiore salvezza, "
1764," maggior salute maggior corpo cape, s’elli ha le parti igualmente compiute","Maggiore salute corrisponde ad un corpo più grande, se tutte le sue parti sono perfettamente completate"
1765," Dunque costui che tutto quanto rape l’altro universo seco, corrisponde al cerchio che più ama e che più sape","Dunque, questo che trascina nel suo moto tutto quanto l'Universo, corrisponde al cerchio dotato di maggior amore e sapienza "
1766," per che, se tu a la virtù circonde la tua misura, non a la parvenza de le sustanze che t’appaion tonde, ","e allora, se tu ti concentri sulla virtù e non sull'ampiezza delle sostanze che ti sembrano rotonde, "
1767," tu vederai mirabil consequenza di maggio a più e di minore a meno, in ciascun cielo, a süa intelligenza»",vedrai come mirabile conseguenza il fatto che a maggiore virtù corrisponde maggiore vicinanza tra ogni Cielo e la sua intelligenza»
1768," Come rimane splendido e sereno l’emisperio de l’aere, quando soffia Borea da quella guancia ond’ è più leno, ","Come l'emisfero dell'atmosfera resta terso e sereno, quando Borea soffia da quella guancia da cui spira un vento più dolce, "
1769," per che si purga e risolve la roffia che pria turbava, sì che ’l ciel ne ride con le bellezze d’ogne sua paroffia",grazie al quale viene spazzata via ogni impurità che prima turbava il cielo e questo sorride con le bellezze di ogni sua parte
1770," così fec’ïo, poi che mi provide la donna mia del suo risponder chiaro, e come stella in cielo il ver si vide","così feci io, dopo che la mia donna mi rispose con il suo chiaro discorso, e la verità fu visibile come una stella in cielo"
1771," E poi che le parole sue restaro, non altrimenti ferro disfavilla che bolle, come i cerchi sfavillaro","E dopo la fine delle sue parole, i cerchi sfavillarono come un ferro incandescente che sprizza scintille"
1772, L’incendio suo seguiva ogne scintilla,"Ogni scintilla seguiva il cerchio fiammeggiante, "
1773," ed eran tante, che ’l numero loro più che ’l doppiar de li scacchi s’inmilla",ed erano così tante che il loro numero superava di più del doppio il numero degli scacchi
1774," Io sentiva osannar di coro in coro al punto fisso che li tiene a li ubi, e terrà sempre, ne’ quai sempre fuoro","Io sentivo intonare 'Osanna' di coro in coro, verso il punto fisso che li tiene e sempre li terrà in quella posizione in cui sempre furono"
1775," E quella che vedëa i pensier dubi ne la mia mente, disse","E colei che vedeva i pensieri dubbiosi nella mia mente, disse"
1776, «I cerchi primi t’hanno mostrato Serafi e Cherubi,«I primi cerchi ti hanno mostrato i Serafini e i Cherubini
1777," Così veloci seguono i suoi vimi, per somigliarsi al punto quanto ponno",Seguono così velocemente il loro legame d'amore con Dio per rendersi simili quanto più possono al punto centrale
1778, e posson quanto a veder son soblimi,e lo possono fare in quanto la loro visione è la più elevata
1779," Quelli altri amori che ’ntorno li vonno, si chiaman Troni del divino aspetto, per che ’l primo ternaro terminonno","Quegli altri esseri angelici che gli girano intorno e che fin dalla loro creazione chiusero la prima gerarchia, si chiamano Troni dell'aspetto divino"
1780, e dei saper che tutti hanno diletto quanto la sua veduta si profonda nel vero in che si queta ogne intelletto,"e devi sapere che tutti provano una gioia commisurata alla profondità della loro visione di Dio, cioè quella verità in cui si acquieta ogni intelletto"
1781," Quinci si può veder come si fonda l’esser beato ne l’atto che vede, non in quel ch’ama, che poscia seconda","Da qui si può vedere come la beatitudine si fonda nella fruizione della visione divina, e non nell'amore che è un atto conseguente"
1782," e del vedere è misura mercede, che grazia partorisce e buona voglia",e la profondità di tale visione è la ricompensa che è prodotta dalla grazia e dalla buona volontà
1783, così di grado in grado si procede, così si procede da un ordine all'altro
1784," L’altro ternaro, che così germoglia in questa primavera sempiterna che notturno Arïete non dispoglia, ","La seconda gerarchia, che germoglia così in questa eterna primavera che l'autunno non può mai spogliare, "
1785," perpetüalemente ‘Osanna’ sberna con tre melode, che suonano in tree ordini di letizia onde s’interna","canta per l'eternità 'Osanna' in tre melodie, che risuonano nei tre ordini pieni di gioia che la costituiscono"
1786, In essa gerarcia son l’altre dee,In questa gerarchia vi sono le altre dee
1787," prima Dominazioni, e poi Virtudi","prima le Dominazioni, poi le Virtù, "
1788,l’ordine terzo di Podestadi èe,infine il terzo ordine è delle Potestà
1789,Poscia ne’ due penultimi tripudi Principati e Arcangeli si girano,Poi nel terzultimo e penultimo ordine ruotano Principati e Arcangeli
1790,l’ultimo è tutto d’Angelici ludi, l'ultimo è tutto di Angeli festanti
1791,"Questi ordini di sù tutti s’ammirano, e di giù vincon sì, che verso Dio tutti tirati sono e tutti tirano","Questi ordini ammirano tutti verso l'alto e attirano a sé il mondo inferiore, cosicché tutti sono attratti da Dio e attraggono a loro volta il mondo a sé"
1792,"E Dïonisio con tanto disio a contemplar questi ordini si mise, che li nomò e distinse com’ io","E Dionigi si mise con tanto desiderio a contemplare questi ordini, che li elencò e li nominò come ho fatto io"
1793,Ma Gregorio da lui poi si divise,"Gregorio, in seguito, si allontanò da lui"
1794,"onde, sì tosto come li occhi aperse in questo ciel, di sé medesmo rise"," cosicché, non appena vide coi suoi occhi questo Cielo, rise di se stesso"
1795,"E se tanto secreto ver proferse mortale in terra, non voglio ch’ammiri","E se un mortale in Terra poté affrontare una materia così profonda, non devi stupirti"
1796,ché chi ’l vide qua sù gliel discoperse con altro assai del ver di questi giri»,"infatti a Dionigi essa venne svelata da chi la vide quassù, insieme a molte altre cose di questi ordini"
1798," Quando ambedue li figli di Latona, coperti del Montone e de la Libra, fanno de l’orizzonte insieme zona, ","Quando entrambi i figli di Latona, sotto le due costellazioni di Ariete e Bilancia, fanno entrambi cintura dell'orizzonte, "
1799," quant’ è dal punto che ’l cenìt inlibra infin che l’uno e l’altro da quel cinto, cambiando l’emisperio, si dilibra, ","quant'è il tempo che passa dal momento in cui lo zenit li tiene in equilibrio fino a quello in cui si liberano dalla cintura cambiando emisfero, "
1800," tanto, col volto di riso dipinto, si tacque Bëatrice, riguardando fiso nel punto che m’avëa vinto","altrettanto tempo Beatrice restò in silenzio e sorridente, guardando fisso nel punto luminoso che aveva sopraffatto la mia vista"
1801, Poi cominciò,Poi iniziò
1802," «Io dico, e non dimando, quel che tu vuoli udir, perch’ io l’ho visto là ’ve s’appunta ogne ubi e ogne quando"," «Io dico e non ti chiedo quello che vuoi sentire, perché io l'ho letto là  dove ogni tempo e ogni luogo si concentrano"
1803," Non per aver a sé di bene acquisto, ch’esser non può, ma perché suo splendore potesse, risplendendo, dir “Subsisto”, ","Non al fine di accrescere il proprio bene, cosa impossibile, ma affinché il suo splendore fosse riflesso in altri esseri che dicessero ""Io esisto"", "
1804," in sua etternità di tempo fore, fuor d’ogne altro comprender, come i piacque, s’aperse in nuovi amor l’etterno amore","l'amore eterno di Dio si moltiplicò in altri amori, come gli piacque, nella sua eternità fuori del tempo e dello spazio"
1805, Né prima quasi torpente si giacque,"Questo non significa che prima giacesse inoperoso, "
1806, ché né prima né poscia procedette lo discorrer di Dio sovra quest’ acque,perché né prima né dopo Dio ha fatto discorsi sopra queste acque
1807," Forma e materia, congiunte e purette, usciro ad esser che non avia fallo, come d’arco tricordo tre saette","La forma e la materia, unite fra loro e pure, crearono degli esseri che non avevano imperfezioni, come tre frecce vengono scoccate da un arco con tre corde"
1808," E come in vetro, in ambra o in cristallo raggio resplende sì, che dal venire a l’esser tutto non è intervallo, ","E come il raggio luminoso risplende attraverso un corpo trasparente, in modo tale che tra il suo giungere e il brillare non c'è intervallo di tempo, "
1809, così ’l triforme effetto del suo sire ne l’esser suo raggiò insieme tutto sanza distinzïone in essordire,"così il triforme atto creativo di Dio si irradiò insieme nel suo essere, senza successione di tempo"
1810, Concreato fu ordine e costrutto a le sustanze,L'ordine e la struttura del cosmo furono concreate insieme
1811, e quelle furon cima nel mondo in che puro atto fu produtto,e quelle furono la cima del mondo in cui fu prodotto un atto puro
