,Inferno,Parafrasi
1935,"  ché le lagrime prime fanno groppo, e sì come visiere di cristallo, rïempion sotto ’l ciglio tutto il coppo","infatti le prime lacrime si congelano e formano come delle visiere di cristallo, che riempiono tutta la cavità dell'occhio sotto il ciglio"
1936,"  E avvegna che, sì come d’un callo, per la freddura ciascun sentimento cessato avesse del mio viso stallo,  ","E anche se per il freddo ogni sensibilità aveva lasciato il mio viso, proprio come un callo, "
1937,  già mi parea sentire alquanto vento,mi sembrava di sentire del vento: 
1938," per ch’io: ""Maestro mio, questo chi move? non è qua giù ogne vapore spento?""","allora chiesi: «Maestro, chi produce questo vento? Quaggiù non è forse assente qualunque evento atmosferico?»"
1939,"  Ond’elli a me: ""Avaccio sarai dove di ciò ti farà l’occhio la risposta, veggendo la cagion che ’l fiato piove""","E lui a me: «Ben presto sarai nel punto dove l'occhio ti darà la risposta, vedendo la causa che produce questo fenomeno»"
1940,"  E un de’ tristi de la fredda crosta gridò a noi: ""O anime crudeli tanto che data v’è l’ultima posta,  ","E uno dei dannati imprigionati nel ghiaccio ci gridò: «O anime crudeli, al punto che vi è assegnato l'ultimo Cerchio, "
1941,"  levatemi dal viso i duri veli, sì ch’ïo sfoghi ’l duol che ’l cor m’impregna, un poco, pria che ’l pianto si raggeli""","levatemi dal viso le croste di ghiaccio, così che io possa sfogare un poco il dolore che mi opprime il cuore, prima che le lacrime tornino a congelarsi»"
1942,"  Per ch’io a lui: ""Se vuo’ ch’i’ ti sovvegna, dimmi chi se’, e s’io non ti disbrigo, al fondo de la ghiaccia ir mi convegna""","Allora gli dissi: «Se vuoi che ti aiuti, dimmi chi sei e se non ti libero gli occhi, possa io andare fino in fondo al ghiaccio»"
1943,"  Rispuose adunque: ""I’ son frate Alberigo",Dunque rispose: «Io sono frate Alberigo
1944," i’ son quel da le frutta del mal orto, che qui riprendo dattero per figo"""," sono quello dei frutti dell'orto malvagio, che qui ottengo datteri in cambio di fichi »"
1945,"  ""Oh"", diss’io lui, ""or se’ tu ancor morto?""",Io gli dissi: «Oh sei già morto?» 
1946," Ed elli a me: ""Come ’l mio corpo stea nel mondo sù, nulla scïenza porto",E lui a me: «Non no idea di come il mio corpo stia sulla Terra
1947,"  Cotal vantaggio ha questa Tolomea, che spesse volte l’anima ci cade innanzi ch’Atropòs mossa le dea",Questa Tolomea ha questo vantaggio: spesso l'anima ci cade prima che Atropo abbia posto fine alla vita
1948,"  E perché tu più volontier mi rade le ’nvetrïate lagrime dal volto, sappie che, tosto che l’anima trade  come fec’ïo, ","E affinché tu mi tolga più volentieri le lacrime gelate dal volto, sappi che non appena l'anima compie il tradimento come feci io, "
1949,"  il corpo suo l’è tolto da un demonio, che poscia il governa mentre che ’l tempo suo tutto sia vòlto",il suo corpo è preso da un demone che in seguito lo governa finché il tempo della sua vita non è concluso
1950,  Ella ruina in sì fatta cisterna,Essa precipita in questo pozzo infernale
1951, e forse pare ancor lo corpo suso de l’ombra che di qua dietro mi verna, e forse è ancora nel mondo il corpo dell'anima che sverna qui dietro a me
1952,"  Tu ’l dei saper, se tu vien pur mo giuso: elli è ser Branca Doria, e son più anni poscia passati ch’el fu sì racchiuso""","Lo devi sapere, se arrivi qui solo adesso: egli è ser Branca Doria, e sono molti anni da quando è finito in questo luogo»"
1953,"  ""Io credo"", diss’io lui, ""che tu m’inganni",Gli dissi: «Io credo che tu mi inganni
1954," ché Branca Doria non morì unquanche, e mangia e bee e dorme e veste panni"""," infatti Branca Doria non è ancora morto, e mangia, beve, dorme e indossa vestiti»"
1955,"  ""Nel fosso sù"", diss’el, ""de’ Malebranche, là dove bolle la tenace pece, non era ancora giunto Michel Zanche,  che questi lasciò il diavolo in sua vece nel corpo suo, ","Egli disse: «Michele Zanche non era ancora arrivato nella Bolgia dei Malebranche, dove bolle la viscosa pece, che questi lasciò il diavolo al suo posto "
1956,  ed un suo prossimano che ’l tradimento insieme con lui fece,e così un suo complice che fece con lui il tradimento
1957,  Ma distendi oggimai in qua la mano,Ma ormai stendi qua la mano
1958," aprimi li occhi""", aprimi gli occhi»
1959, E io non gliel’apersi, E io non glieli aprii
1960, e cortesia fu lui esser villano, e l'essere villano fu una cortesia nei suoi confronti
1961,"  Ahi Genovesi, uomini diversi d'ogne costume e pien d'ogne magagna, perché non siete voi del mondo spersi?  ","Ahimè, Genovesi, uomini alieni da ogni buona usanza e pieni di ogni vizio, perché non siete dispersi nel mondo?"
1962,"  Ché col peggiore spirto di Romagna trovai di voi un tal, che per sua opra in anima in Cocito già si bagna,  ","Infatti, insieme al peggiore spirito di Romagna , trovai un vostro concittadino, tale che per le sue azioni la sua anima si bagna già in Cocito, "
1963,  e in corpo par vivo ancor di sopra,e il suo corpo sembra ancor vivo sulla Terra
1965," ""Vexilla regis prodeunt inferni verso di noi",«I vessilli del re dell'Inferno  si avvicinano a noi
1966," però dinanzi mira"", disse ’l maestro mio, ""se tu ’l discerni"""," quindi guarda davanti a te, se riesci a vederlo» disse il mio maestro"
1967," Come quando una grossa nebbia spira, o quando l’emisperio nostro annotta, par di lungi un molin che ’l vento gira,  veder mi parve un tal dificio allotta","Come quando c'è una nebbia fitta o quando nel nostro emisfero cala la notte, e appare in lontananza un mulino che è mosso dal vento, così allora mi parve di vedere una simile costruzione"
1968," poi per lo vento mi ristrinsi retro al duca mio, ché non lì era altra grotta"," quindi per il vento mi riparai dietro la mia guida, visto che non c'era nessun altro rifugio"
1969,"  Già era, e con paura il metto in metro, là dove l’ombre tutte eran coperte, e trasparien come festuca in vetro","Ormai mi trovavo, e lo scrivo con paura nei miei versi, nella zona  dove le anime erano del tutto sepolte nel ghiaccio, e trasparivano come pagliuzze nel vetro"
1970,  Altre sono a giacere,"Alcune sono sdraiate, "
1971," altre stanno erte, quella col capo e quella con le piante","altre sono dritte, a volte con la testa alta e a volte con i piedi"
1972," altra, com’arco, il volto a’ piè rinverte"," altre ancora portano il volto ai piedi, piegandosi come un arco"
1973,"  Quando noi fummo fatti tanto avante, ch’al mio maestro piacque di mostrarmi la creatura ch’ebbe il bel sembiante,  ","Quando fummo avanzati fino al punto in cui al mio maestro parve opportuno mostrarmi la creatura che fu così bella, "
1974,"  d’innanzi mi si tolse e fé restarmi, ""Ecco Dite"", dicendo, ""ed ecco il loco ove convien che di fortezza t’armi""","si tolse di fronte a me e mi fece fermare, dicendo: «Ecco Dite ed ecco il luogo dove è necessario che tu ti armi di coraggio»"
1975,"  Com’io divenni allor gelato e fioco, nol dimandar, lettor, ch’i’ non lo scrivo, però ch’ogne parlar sarebbe poco","Non domandare, lettore, come io in quel momento raggelai e ammutolii: non lo scrivo, poiché ogni parola sarebbe inadeguata"
1976,  Io non mori’ e non rimasi vivo,Io non morii e non rimasi in vita: 
1977," pensa oggimai per te, s’ hai fior d’ingegno, qual io divenni, d’uno e d’altro privo","pensa oramai da te, se hai un po' d'ingegno, come divenni in quello stato sospeso tra la vita e la morte"
1978,  Lo ’mperador del doloroso regno da mezzo ’l petto uscia fuor de la ghiaccia,L'imperatore del regno del dolore usciva fuori dal ghiaccio fino alla cintola
1979," e più con un gigante io mi convegno,  che i giganti non fan con le sue braccia: ", e c'è maggior proporzione fra me e un gigante che non fra i giganti e le sue braccia: 
1980, vedi oggimai quant’esser dee quel tutto ch’a così fatta parte si confaccia," vedi ormai, rispetto a quella parte del corpo, quali devono essere le dimensioni totali di quell'essere"
1981,"  S’el fu sì bel com’elli è ora brutto, e contra ’l suo fattore alzò le ciglia, ben dee da lui procedere ogne lutto","Se egli fu tanto bello quanto ora è brutto, e nonostante questo osò ribellarsi al suo Creatore, è giusto che da lui derivi ogni male"
1982,  Oh quanto parve a me gran maraviglia quand’io vidi tre facce a la sua testa,"Oh, quanto mi meravigliai quando vidi che la sua testa aveva tre facce"
1983," L’una dinanzi, e quella era vermiglia", Una era al centro ed era rossa
1984,"  l’altr’eran due, che s’aggiugnieno a questa sovresso ’l mezzo di ciascuna spalla, e sé giugnieno al loco de la cresta:  ","le altre erano due e si congiungevano alla prima a metà di ogni spalla, e si univano nella parte posteriore del capo:"
1985,  e la destra parea tra bianca e gialla,la destra mi sembrava tra bianca e gialla
1986," la sinistra a vedere era tal, quali vegnon di là onde ’l Nilo s’avvalla", la sinistra era del colore di quelli che vengono dal paese  dove il Nilo entra in una valle
1987,"  Sotto ciascuna uscivan due grand’ali, quanto si convenia a tanto uccello: vele di mar non vid’io mai cotali","Sotto ogni faccia uscivano due grandi ali, proporzionate a un essere tanto grande: non ho mai visto vele di navi così estese"
1988,"  Non avean penne, ma di vispistrello era lor modo","Non erano piumate, ma sembravano quelle di un pipistrello"
1989," e quelle svolazzava, sì che tre venti si movean da ello:  quindi Cocito tutto s’aggelava"," e Lucifero le sbatteva, producendo da sé tre venti:a causa di essi, tutto il lago di Cocito si ghiacciava"
1990," Con sei occhi piangëa, e per tre menti gocciava ’l pianto e sanguinosa bava"," Piangeva con sei occhi e le lacrime gocciolavano sui tre menti, mischiato a una bava sanguinolenta"
1991,"  Da ogne bocca dirompea co’ denti un peccatore, a guisa di maciulla, sì che tre ne facea così dolenti","In ognuna delle tre bocche dilaniava coi denti un peccatore, come fosse una gramola, così che ne tormentava tre al tempo stesso"
1992,"  A quel dinanzi il mordere era nulla verso ’l graffiar, che talvolta la schiena rimanea de la pelle tutta brulla","Per il peccatore al centro l'essere morso non era niente rispetto all'essere graffiato, al punto che talvolta la schiena gli restava tutta scorticata"
1993,"  ""Quell’anima là sù c’ ha maggior pena"", disse ’l maestro, ""è Giuda Scarïotto, che ’l capo ha dentro e fuor le gambe mena","Il maestro disse: «Quel dannato lassù che soffre una pena più grave è Giuda Iscariota, che tiene la testa dentro le fauci di Lucifero e fa pendere fuori le gambe"
1994,"  De li altri due c’ hanno il capo di sotto, quel che pende dal nero ceffo è Bruto: ","Degli altri due che hanno la testa rivolta in basso, quello che pende dalla faccia nera è Bruto: "
1995,"  vedi come si storce, e non fa motto",vedi come si contorce senza dire nulla
1996,"  e l’altro è Cassio, che par sì membruto","L'altro è Cassio, che sembra così robusto"
1997," Ma la notte risurge, e oramai è da partir, ché tutto avem veduto"""," Ma è quasi notte e ormai dobbiamo andare, poiché abbiamo visto ogni cosa»"
1998,"  Com’a lui piacque, il collo li avvinghiai","Come Virgilio volle, abbracciai il suo collo"
1999," ed el prese di tempo e loco poste, e quando l’ali fuoro aperte assai,  appigliò sé a le vellute coste"," ed egli attese il momento e il luogo opportuno, e quando le ali del mostro furono abbastanza aperte si aggrappò ai suoi fianchi pelosi"
2000, di vello in vello giù discese poscia tra ’l folto pelo e le gelate croste," poi scese in basso tenendosi alle sue ciocche, passando tra il suo pelo folto e la crosta gelata di Cocito"
2001,"  Quando noi fummo là dove la coscia si volge, a punto in sul grosso de l’anche, lo duca, con fatica e con angoscia,  ","Quando fummo arrivati nel punto in cui la coscia di articola nel bacino, all'altezza del femore, Virgilio, con fatica e affanno, "
2002,"  volse la testa ov’elli avea le zanche, e aggrappossi al pel com’om che sale, sì che ’n inferno i’ credea tornar anche","volse la testa dove Lucifero aveva le gambe, e si aggrappò al suo pelo come uno che sale, così che io credevo tornassimo nuovamente all'Inferno"
2003,"  ""Attienti ben, ché per cotali scale"", disse ’l maestro, ansando com’uom lasso, ""conviensi dipartir da tanto male""","Il maestro, ansimando come un uomo affaticato, disse: «Tieniti forte, poiché dobbiamo allontanarci da tanto male  salendo su queste scale»"
2004,  Poi uscì fuor per lo fóro d’un sasso e puose me in su l’orlo a sedere,"Poi uscì fuori attraverso una spaccatura nella roccia, e mi fece sedere sull'orlo dell'apertura"
2005, appresso porse a me l’accorto passo, quindi diresse con attenzione il passo verso di me
2006,"  Io levai li occhi e credetti vedere Lucifero com’io l’avea lasciato, e vidili le gambe in sù tenere","Io alzai lo sguardo e credetti di vedere Lucifero come l'avevo lasciato, invece vidi che teneva le gambe in alto"
2007,"  e s’io divenni allora travagliato, la gente grossa il pensi, che non vede qual è quel punto ch’io avea passato","e se io allora rimasi perplesso, lo pensi la gente ignorante, che non ha capito qual è il punto  che io avevo oltrepassato"
2008,"  ""Lèvati sù"", disse ’l maestro, ""in piede: la via è lunga e ’l cammino è malvagio, e già il sole a mezza terza riede""","Il maestro disse: «Alzati in piedi: la via è lunga e il cammino è malagevole, e il sole è già a metà della terza ora »"
