Original,Translate,Translate_GPT_1
Sed ella no ’l faciesse a tradigione.,Si no lo hizo por tradición.,Si no lo hizo por costumbre.
"Perciò ciascuna pensi, quando dona,","Así que cada uno piensa, cuando da,","Como resultado, cada uno siente, al dar,"
"Che doni nella guisa, c’ò parlato,","Para donar de la manera que dije,","Distribuir, ofrecer, otorgar en el modo que he descrito."
"Sì che, quand’ella avrà passata nona,","De modo que, cuando haya pasado su juventud,","De modo que, cuando está más allá de la juventud,"
Il guardacuor suo sia sì fodrato,Que su corazón esté tan protegido.,Que su corazón esté tan vigilado.
Ch’ella non cagia a merzé di persona.,Que no cae en el poder en persona.,Que no está controlado por nadie.
E ciò tien tutto al ben aver guardato.,Y eso depende de la buena atención.,Y eso depende de una concentración profunda.
"Al ben guardar fallì’, lassa dolente,","Si la buena atención falla, te deja triste,","Si falla la atención diligente, estás decepcionado."
"Ché•cciò, c’all’un togliea,   a l’altro donava:","Porque lo que tomó de uno, se lo dio al otro:","Porque lo que le robó a uno, al otro lo otorgó."
"Come ’l danaio venia, così n’andava,","Cuando llegó el danés, así que se fue,","Cuando llegó el danés, se fue."
Non faciea   forza d’aver rimanente.,No tenía la fuerza para tener un remanente.,No trató de conseguir un excedente.
"I’ era di ciascun molto prendente,","Estaba muy interesado en todo el mundo,",Tenía mucha curiosidad por todo el mundo.
"E tutto quanto a un ribaldo i’ ’l dava,","Y todo lo que le di a un ladrón,",Todo lo que le di a un malhechor.
"Che “Puttana comune” mi chiamava,","Que solía llamarme una perra común,","Llamándome ""prostituta ordinaria""."
E mi battea   la schiena ben sovente.,Y solía golpearme mucho la espalda.,Me golpeaba la espalda con frecuencia.
"Quest’iera que’, che più mi piaciea,",Eso es lo que más me gustaba.,Esto fue lo que más preferí.
"E gli altri “Amici dolci” i’ apellava,","Y solía llamar a los otros ""dulces amigos"",","Solía llamar a los otros ""Queridos camaradas""."
"Ma solamente   a costui ben volea,",Pero me encantó esto.,Sólo quería lo mejor para ello.
Che molto tosto s’apacificava,"Que fue pacífico muy rápidamente,",Se calmó rápidamente.
"Comeco, sì battuta no•m’avea,","Porque si no me hubiera golpeado,","Habría ganado porque si no me hubiera derrotado, habría triunfado."
Ché troppo dolze mente   mi schufiava.,Demasiado suavemente reconfortante.,Eso me consoló con ternura.
"S’i’ fosse stata, per l’anima mia,","Si lo hubiera sido, por mi alma,","Si lo hubiera sido, por mi alma,"
"Ben savia in giovaneza, e conosiente,","Bien conocido en la juventud, y incluyendo,","Bien conocido en la juventud, y entendido."
"Ch’i’ era allor sì bella, e sì piaciente,","Que era entonces tan hermoso, y agradable,","Que era entonces tan atractivo, y agradable."
"Che ’n ognie parte novelle ne gia,",Que cada parte de las noticias de mí vino,"Llegaron noticias, historias, historias e historias mías."
"I’ sarè’ troppo richa, in fede mia;","Sería demasiado rico, lo juro.","Sería rico, lo prometo."
"Ma i’ sì ’l dava tucto a quel dolente,","Pero se lo di todo a ese infeliz,",Le di todo a ese infeliz infeliz.
"C’a ben far   non fu anche conosciente,",Que no era capaz de hacer el bien,Incapaz de perpetrar el bien
Ma tutto dispendea in ribalderia.,Pero todo lo gastado en imprudencia.,Pero todo lo disipaba imprudentemente.
Né no•gli piaque nulla risparmiare,Tampoco le gustaba salvar nada.,No le gustaba salvar nada.
"Ch’e’ tutto no ’l bevesse, e no ’l giucasse,",Que todo no lo bebió y no lo tocó.,Que todo no lo sabía y no lo disfrutaba
Tant’era tenperato a pur mal fare!,¡Él estaba inclinado a hacer el mal de todos modos!,¡Él estaba inclinado a cometer el mal de todos modos!
"Sì c’a la fin convene ch’i’ lasciasse,","Así que sería mejor que lo dejara,","Al final, fue más provechoso para mí abandonarlo."
"Quand’i’ non ebi più, che gli donare:",Cuando no tenía nada más que donar:,Cuando no me quedaba nada que ofrecer.
E’ me e sé di gran richeza trasse».,Trae una gran riqueza para mí y para él.,Acumular gran abundancia de mí mismo y de uno mismo.
Così à quella Vechia sermonato.,Eso es lo que dijo la anciana.,Así que pronunció el Anciano.
"Bellacoglienza molto queta è stata,",Bellacoglienza estaba muy tranquila.,Bellacoglienza estaba muy callada.
"E molto volontier l’à ascoltata,",Y me encantaría oírlo.,Y me alegra que la escucharas.
E molto e’ n’è ’l su’ cuor rasicurato:,Y su corazón está mucho más tranquilo.,Y su corazón es mucho más tranquilo.
"Sì ch’e’ seria legier a far mercato,",Para que sea fácil hacer negocios,De tal manera que sería fácil concertar acuerdos.
"Se Gielosia non vi fosse trovata,","Si no hubiera celos,","Si no hubiera envidia,"
"E ’ tre portier’, che fanno gran veghiata,","Y los tres porteros que hacen un gran reloj,",Los tres guardianes que ejercen una estrecha vigilancia.
Ché ciascun dotta d’eser barattato.,Porque todo el mundo sabe cómo comerciar.,Porque todo el mundo sabe cómo negociar.
"Di Mala-Bocca, che già era   morto,","Para Malabocca, que ya estaba muerto","Para Malabocca, que ya había muerto"
"Nessun di lor non faciea mala ciera,",Ninguno de ellos hizo una mala expresión,Ninguno de ellos mostró una expresión negativa
"Ché, chi l’amasse, sì faria gran torto:",Porque el que lo amaba haría un gran mal.,Porque aquellos que lo aman cometerían una grave injusticia.
"Ch’e’ non finava di dìe, né da sera,","¿Por qué no terminó en el día o en la noche,",Porque no paró en el día o en la noche.
"Di dar a Gielosia nuovo sconforto,",Para dar más consternación a los celos,Llevar la desesperación a los celos
Né non diciea giamai parola vera.,Y nunca dijo una palabra de verdad.,Y nunca pronunció una frase auténtica.
Bellacoglienza la parola prese,"Bellacoglienza hizo uso de la palabra,","Bellacoglienza tomó la palabra, a la izquierda."
"E sì rispuose, come ben parlante:","Y él respondió, como un hombre bien-hablante:","Y él se respondió a sí mismo, como uno elocuente:"
"«Gientil madonna, i’ vi fo grazie mante","Querida Madonna, muchas gracias.","Querida señora, le estoy profundamente agradecida."
Che di vostr’arte mi siete cortese;,Por tu bondad hacia mí;,Por tu amabilidad hacia mí.
"Ma ’l fatto de l’amor no•m’è palese,","Pero el hecho del amor no es obvio,","Sin embargo, el afecto no es manifiesto."
Se non se in parole trapassante.,Si no en palabras transitorias.,Si no efímeramente.
Ched i’ sia   di danar ben procacciante?,¿Puedo ser rico con dinero?,¿Puedo ser rico en dinero?
"I’ n’ò assai, per farne belle spese.",Tengo muchos de ellos para ir de compras.,"Tengo mucho, para hacer compras agradables."
"D’avere in me maniera bella e giente,","Para parecer agradable y amable,","Para tener una apariencia agradable y maneras cortés,"
"A•cciò vogl’i’ ben metter mia balia,",Quiero poner mi atención en ello.,Quiero centrar mi atención.
In tal maniera che•ssia   sofficiente.,De tal manera que sea suficiente.,Con el fin de ser adecuado.
"Se voi mi parlate di malia,","Si me hablas de Malia,","Si me hablas del hechizo,"
"Ch’ella non può tornar già cuor di gente,","Que no puede volver a los corazones de la gente,","Que no puedes volver al amor de la gente,"
"Creda ’l chi vuole, ch’i’ la teng’a•ffollia.","Cree a quién quiere, que lo mantengo loco.","Cree a quien él desea, lo cual considero una locura."
"Del bel valetto, che vo’ mi parlate,","El guapo valet del que me hablaste,","De la encantadora sirvienta que me describiste,"
"In cui tanta vertute è riposata,","Donde se pone tanto valor,",En la que se guarda tanto valor.
"Sed e’ la s’à, per me gli sia chitata:",Él me lo ha dado:,"Él es el dueño, que se me conceda."
"S’i’ l’amo, i’ l’amerò come mi’ frate.","Sí, lo amo, lo amaré como a mi hermano.","Sí, te lo agradezco, lo respetaré como a un hermano."
"Ma per le gioie, ch’e’ m’à presentate,","Pero por los placeres que me presentó,","Por los placeres que me ofreció,"
La mi’ veduta no•gli fia vietata;,Mi opinión no estará prohibida;,Mi opinión no le será prohibida.
"Ma venga il più che puote a la cielata,","Pero venga tanto como pueda a la corte,",Deje que el gran número posible venga a la corte.
"E, sed e’ piacie a voi, sì ’l ci menate.","Y si te gusta, llévalo a mí.","Si te parece bien, guíame."
"Ma che sia fatto tosto, san’ dimora,","Pero que se haga inmediatamente, sin hogar,","Que se ejecute inmediatamente, sin demora,"
Perciò che Gielosia non può sofrire,Por qué los celos no pueden sufrir,Por qué los celos no pueden tolerar
Ched ella stea sanza vedermi un’ora:,Para protagonizar sin verme durante una hora:,Estar separados por una hora.
"Ché molte volte si parte per gire,","Porque muchas veces va a disparar,",Porque viaja a menudo.
"E ’l Diavol, che di notte in lei lavora,","Y el diablo, que trabaja de noche en ella,","El diablo, que trabaja en ella por la noche,"
Sì•lla fa mantenente rivenire».,Volverá enseguida.,Tráela de vuelta inmediatamente.
"La Vechia sì la va rasicurando,","La anciana los tranquilizó,","La anciana los tranquilizó,"
E dicie: «Sopra me lascia la cura,"y dice: ""Que la cura sea mía.","""Y dice: ""Déjame cuidar de mí mismo""."
"Di questo fatto; non aver paura,","de este hecho; no tengas miedo,",de este evento; no tengas miedo
Chéd io il saprò ben andar cielando.,porque seré capaz de esconderme bien,Porque seré capaz de ocultar hábilmente
E gisse Gielosia tuttor ciercando,Y se fue Celoso buscando todavía,Y volvió a envidiar.
"Qua entro, sì seria grande sciagura","Aquí, un desastre grave.","En este lugar, una gran calamidad grave."
"S’ella ’l trovasse, ma i’ son sicura","Si ella la encuentra, pero estoy seguro","Si se entera, estoy seguro."
Che poco le varria su’ gir   sogniando».,"si sólo se durmiera soñando.""",Si tan sólo se adormecía soñando.
"«Dunque potete voi farlo venire,","Así que puedes hacer que venga,","Llama, llama, llama."
"Ma’ ched e’ si contegnia come sagio,","pero sólo que se comporta sabiamente,",Pero sólo que actúas con cautela.
Ch’e’ non pensasse a•ffar nesun ardire».,y no pienses en hacer nada audaz.,y no pienses en hacer nada imprudente.
"«Figluola mia, e’ non fecie anche oltragio","Mi hija, él no hizo ningún ultraje.","Mi hija, no cometió ninguna afrenta."
"I•nessun luogo, ch’i’ udisse dire,","En ninguna parte, que debería oír.",En ningún lugar que pudiera oír.
Ma troppo il loda l’uon di gran vantagio».,Pero demasiados elogios al hombre de gran ventaja.,Pero demasiado exalta al hombre de gran valor.
Alor sì fecier fine al parlamento.,Luego terminó la conversación.,Luego concluyó la discusión.
"La Vechia se ne venne al mi’ ostello,","La anciana vino a mi albergue,",La anciana llegó a mis aposentos.
"E disse:   «Avrò io sorcotto e mantello,","Y él dijo: Tomaré el abrigo y el manto,","Y él dijo: ""Tomaré el abrigo y el impermeable,"
"Sed i’ t’aporto alcun buon argomento,","pero te traeré buenas noticias,",Pero te daré buenas noticias.
Che ti trarrà di questo tuo tormento?».,"que te librará de este tormento tuyo?""","""¿Qué estás exonerando de este sufrimiento tuyo?"""
"I’ dissi: «Sì, d’un verde fino e bello;","Le dije: ""Sí, con un verde hermoso y fino,","Le dije: ""Sí, con un verde hermoso y atractivo."
"Ma, sì sacciate, non fia san’ pennello",Pero sé que no será sin un cepillo,Pero sé que no será sin un cepillo
"Di grigio, con ogni’altro guernimento».","gris, con todos los otros adornos.","de aspecto grisáceo, con todas las demás decoraciones."
"D’Amico mi sovenne, che mi disse","Pensé en Amigo, que me dijo",Me vino a la mente un compañero que me informó
"Ched i’ faciesse larga promessione,","para hacer una gran promesa,",para hacer una gran promesa.
"Ma ’l più, ch’i’ posso, il pagar soferisse:",pero pagar tanto como sea posible si es necesario:,pero pagar el máximo si es necesario
Avegnia ch’i’ avea ferma ’ntenzione,siempre y cuando tuviera una intención firme,Tanto como quería.
"De dar ben a coste’, s’ella m’aprisse,","para dar mucho, si me hubieras dicho",Podría haberme dado mucho si me hubiera informado.
Che quell’uscisse   fuor della pregione.,que saldría de la cárcel.,que sería puesto en libertad.
"La Vechia disse allor: «Amico mio,","La anciana entonces dijo: ""Mi amigo,","La anciana entonces dijo: ""Mi camarada,"
"Queste son le novelle, ch’i’   t’aporto:",Estas son las noticias que les traigo:,Esta es la información que les doy:
Bellacoglienza salute e conforto,"Hermosa salud y comodidad,","Bienvenido, bienestar y comodidad."
"Te manda, se m’aiuti l’alto Dio;","Él os envía, si me ayudáis al Dios Altísimo;","Te envía, si me ayudas al Altísimo."
Sì ch’i’   ti dico ben ched i’   cred’io,"Te lo estoy diciendo, te creo.",Te aseguro que te creo.
Che•lla tua nave ariverà a tal porto,Que tu nave llegará a ese puerto.,Que su barco llegará a ese puerto
Che•ttu sì coglierai   il Fior dell’orto».,"Que tomarás la Flor del Jardín.""",Que vas a recoger el capullo del jardín.
"Questo motto fu quel, che mi guerio.",Ese es el lema que me curó.,Este adagio que me curó.
"«Or te dirò, amico, che farai:","Ahora te voy a decir, hombre, lo que vas a hacer:","Ahora le informaré, camarada, lo que va a hacer:"
"All’uscio, c’apre verso del giardino,","En la puerta que se abre al jardín,","En la puerta que conduce al jardín,"
Ben cheta mente tu te ne verai;,"No te preocupes, te vas a ir.","En silencio, te vas."
"Ed i’   sì me ne vo ’l dritto camino,","Y voy a ir derecho en el camino,",Tomaré el camino recto.
"E sì farò c’aperto il troverai,","Y lo encontraré abierto,",Lo encontraré abierto.
Sì che•ttu avrai   il Fior in tuo dimino».,Así que tendrás a la Flor bajo tu custodia.,Para que seas dueño de la Flor bajo tu custodia.
