Original,Translate,Translate_GPT_1
"Ch’e’ tutto no ’l bevesse, e no ’l giucasse,",Att allt inte drack det och inte spelade det.,Att allt inte smakade och inte tyckte om det.
Tant’era tenperato a pur mal fare!,Han var ändå benägen att göra ont!,Han var ändå benägen att begå ondska!
"Sì c’a la fin convene ch’i’ lasciasse,","Så det vore bättre om jag lämnade honom,",Till slut var det mer lönsamt för mig att överge honom.
"Quand’i’ non ebi più, che gli donare:",När jag inte hade något mer att donera:,När jag inte hade något kvar att erbjuda.
E’ me e sé di gran richeza trasse».,Ge mig och honom själv stor rikedom.,Ackumulera stort överflöd från mig själv och från mig själv.
Così à quella Vechia sermonato.,Det är vad den gamla damen sa.,Så hon uttalade Eldern.
"Bellacoglienza molto queta è stata,",Bellacoglienza var mycket tyst,Bellacoglienza var väldigt tyst.
"E molto volontier l’à ascoltata,",Och jag vill gärna höra det.,Jag är glad att du lyssnade på henne.
E molto e’ n’è ’l su’ cuor rasicurato:,Och hans hjärta är mycket mer lugnat,Och hans hjärta är mycket tystare.
"Sì ch’e’ seria legier a far mercato,",Så att det skulle vara lätt att göra affärer,På ett sådant sätt att det skulle vara lätt att ingå avtal.
"Se Gielosia non vi fosse trovata,","Om det inte fanns någon svartsjuka,","Om det inte fanns någon avund,"
"E ’ tre portier’, che fanno gran veghiata,","Och de tre målvakterna som gör en bra klocka,",De tre förmyndarna som utövar noggrann övervakning.
Ché ciascun dotta d’eser barattato.,För att alla vet hur man byter.,För att alla vet hur man förhandlar.
"Di Mala-Bocca, che già era   morto,","För Malabocca, som redan var död","För Malabocca, som redan hade dött"
"Nessun di lor non faciea mala ciera,",Ingen av dem gjorde ett dåligt uttryck,Ingen av dem visade ett negativt uttryck
"Ché, chi l’amasse, sì faria gran torto:","Ty den som älskade honom, han skulle göra en stor orätt.",Därför att de som älskar honom skulle begå en allvarlig orättvisa.
"Ch’e’ non finava di dìe, né da sera,",Varför slutade det inte på dagen eller på kvällen?,För att det inte slutade på dagen eller på kvällen.
"Di dar a Gielosia nuovo sconforto,",Att ge svartsjuka ytterligare bestörtning,Förtvivla på svartsjuka
Né non diciea giamai parola vera.,Och han sa aldrig ett riktigt ord.,Och han yttrade aldrig en autentisk fras.
Bellacoglienza la parola prese,Bellacoglienza tog ordet.,"Bellacoglienza tog ordet, vänster."
"E sì rispuose, come ben parlante:",Och han svarade såsom en vältalad man:,Och han svarade sig själv såsom en vältalig man:
"«Gientil madonna, i’ vi fo grazie mante","Kära Madonna, jag tackar er så mycket","Kära dam, jag är djupt tacksam mot dig."
Che di vostr’arte mi siete cortese;,"För din godhet mot mig,",För din vänlighet mot mig.
"Ma ’l fatto de l’amor no•m’è palese,","Men kärlekens faktum är inte uppenbart,",Men tillgivenheten är inte uppenbar.
Se non se in parole trapassante.,Om inte med övergående ord.,Om inte förgängligt.
Ched i’ sia   di danar ben procacciante?,Kan jag bli rik med pengar?,Kan jag vara rik på pengar?
"I’ n’ò assai, per farne belle spese.",Jag har många att shoppa med.,"Jag har massor, för att göra trevliga inköp."
"D’avere in me maniera bella e giente,","För att se snäll och snäll ut,","Att ha ett behagligt utseende och artiga vägar,"
"A•cciò vogl’i’ ben metter mia balia,",Jag vill ägna min uppmärksamhet åt det.,Jag vill fokusera min uppmärksamhet.
In tal maniera che•ssia   sofficiente.,På ett sådant sätt att det räcker.,För att vara tillräcklig.
"Se voi mi parlate di malia,","Om du berättar om Malia,","Om du berättar om trollformeln,"
"Ch’ella non può tornar già cuor di gente,",Att hon inte kan återvända till människors hjärtan.,Att du inte kan gå tillbaka till folks kärlek.
"Creda ’l chi vuole, ch’i’ la teng’a•ffollia.","Tro vem han vill, att jag håller det galet.","Tro vem han vill, vilket jag anser vara vansinne."
"Del bel valetto, che vo’ mi parlate,","Den stiliga betjänten du pratade med mig om,","Av den underbara tjänare du beskrev för mig,"
"In cui tanta vertute è riposata,","Där är satt så mycket värde,",Där det är skyddat så mycket värde.
"Sed e’ la s’à, per me gli sia chitata:",Han har gett det till mig:,"Han äger det, låt det beviljas mig."
"S’i’ l’amo, i’ l’amerò come mi’ frate.",Jag älskar honom som min bror.,Jag respekterar honom som en bror.
"Ma per le gioie, ch’e’ m’à presentate,","Men för de nöjen han gav mig,","För njutningarna han erbjöd mig,"
La mi’ veduta no•gli fia vietata;,Min åsikt kommer inte att förbjudas.,Min åsikt kommer inte att vara förbjuden för honom.
"Ma venga il più che puote a la cielata,","Men kom så mycket du kan till domstolen,",Låt det stora antalet möjliga komma till domstol.
"E, sed e’ piacie a voi, sì ’l ci menate.","Och om du gillar det, leda det till mig.","Om det behagar dig, guida mig."
"Ma che sia fatto tosto, san’ dimora,","Men att det görs omedelbart, hemlösa,","Att den ska verkställas omedelbart, utan dröjsmål,"
Perciò che Gielosia non può sofrire,Varför svartsjuka inte kan lida,Varför svartsjuka inte kan tolerera
Ched ella stea sanza vedermi un’ora:,Till stjärnan utan att se mig i en timme:,Var separerad i en timme.
"Ché molte volte si parte per gire,","Eftersom många gånger han går att skjuta,",För han reser ofta.
"E ’l Diavol, che di notte in lei lavora,","Och djävulen, som arbetar på natten i henne,","Djävulen, som arbetar i henne på natten,"
Sì•lla fa mantenente rivenire».,Hon är strax tillbaka.,Ta genast tillbaka henne.
"La Vechia sì la va rasicurando,","Den gamla kvinnan lugnade dem,","Den gamla kvinnan lugnade dem,"
E dicie: «Sopra me lascia la cura,"och säger: ""Låt botemedlet bli mitt.","""Och det står: ""Låt mig ta hand om mig själv."""
"Di questo fatto; non aver paura,","för detta faktum; var inte rädd,",för denna händelse; var inte rädd
Chéd io il saprò ben andar cielando.,för jag kommer att kunna gömma mig väl.,Eftersom jag kommer att kunna dölja skickligt
E gisse Gielosia tuttor ciercando,Och han gick svartsjuka söker fortfarande,Och han avundades igen
"Qua entro, sì seria grande sciagura","Här inne, en allvarlig katastrof.","På denna plats, en stor allvarlig olycka."
"S’ella ’l trovasse, ma i’ son sicura","Om hon hittar henne, men jag är säker.","Om hon får reda på det, är jag säker."
Che poco le varria su’ gir   sogniando».,"om han bara somnade och drömde.""",Om han bara hade drömt.
"«Dunque potete voi farlo venire,",Så du kan få honom att komma.,"Ring, ring, kalla."
"Ma’ ched e’ si contegnia come sagio,","men bara för att han uppför sig klokt,",men bara att du agerar med försiktighet.
Ch’e’ non pensasse a•ffar nesun ardire».,Och tänk inte på att göra något djärvt.,Och tänk inte på att göra något vårdslöst.
"«Figluola mia, e’ non fecie anche oltragio",Min dotter gjorde ingen upprördhet.,Min dotter begick ingen förolämpning.
"I•nessun luogo, ch’i’ udisse dire,","Ingenstans, som jag borde höra.",Ingenstans där jag kunde höra.
Ma troppo il loda l’uon di gran vantagio».,Men för mycket beröm den man som har stora fördelar.,Men alltför mycket upphöjer mannen av stort värde.
Alor sì fecier fine al parlamento.,Sen avslutade han samtalet.,Sedan avslutade han diskussionen.
"La Vechia se ne venne al mi’ ostello,",Den gamla kvinnan kom till mitt vandrarhem.,Den äldre kvinnan kom till mitt rum.
"E disse:   «Avrò io sorcotto e mantello,",Och han sade: »Jag vill taga rocken och manteln:,"Han sa: ""Jag tar kappan och regnrocken."""
"Sed i’ t’aporto alcun buon argomento,","men jag skall ge dig goda nyheter,",Men jag ska ge dig några goda nyheter.
Che ti trarrà di questo tuo tormento?».,"som skall rädda dig från ditt lidande!""","""Vad befriar du från ditt lidande?"""
"I’ dissi: «Sì, d’un verde fino e bello;","Jag sa, ""Ja, med en fin och vacker grön,","Jag sa, ""Ja, med en vacker och attraktiv grön."
"Ma, sì sacciate, non fia san’ pennello",Men vet att det inte kommer att vara utan en pensel,Men vet att det inte kommer att vara utan en pensel
"Di grigio, con ogni’altro guernimento».","Grå, med alla andra prydnader.","av grått utseende, med alla andra dekorationer."
"D’Amico mi sovenne, che mi disse","Jag tänkte på vän, som berättade för mig","En kamrat kom att tänka på, som informerade mig"
"Ched i’ faciesse larga promessione,","för att jag skulle kunna avge ett stort löfte,",så att jag kan ge ett stort löfte.
"Ma ’l più, ch’i’ posso, il pagar soferisse:",men att vid behov betala så mycket som möjligt:,men att vid behov betala det högsta beloppet
Avegnia ch’i’ avea ferma ’ntenzione,så länge jag hade en fast avsikt,Så mycket som jag menade.
"De dar ben a coste’, s’ella m’aprisse,","för att ge en hel del, om du hade berättat för mig",Han kunde ha gett mig mycket om han hade informerat mig.
Che quell’uscisse   fuor della pregione.,Att han skulle komma ut ur fängelset.,att han skulle befrias från kvarsittning.
"La Vechia disse allor: «Amico mio,","Den gamla kvinnan sade då: ""Min vän,","Den gamla kvinnan sade då: ""Min kamrat,"
"Queste son le novelle, ch’i’   t’aporto:",Det här är nyheterna jag ger dig:,Detta är den information jag ger dig:
Bellacoglienza salute e conforto,"Vacker hälsa och komfort,","Välkommen, wellness och komfort."
"Te manda, se m’aiuti l’alto Dio;","Han sänder dig, om du hjälper mig den Högste Gud,","Han skickar dig, om du hjälper mig den Högste."
Sì ch’i’   ti dico ben ched i’   cred’io,"Jag säger dig, jag tror dig.",Jag försäkrar dig att jag tror dig.
Che•lla tua nave ariverà a tal porto,Att ert skepp kommer till hamnen.,Att din båt kommer att nå hamnen
Che•ttu sì coglierai   il Fior dell’orto».,"att du skall ta blomman från lustgården.""",Att du ska plocka upp trädgårdsknoppen.
"Questo motto fu quel, che mi guerio.",Det är mottot som helade mig.,Detta talesätt vad botade mig.
"«Or te dirò, amico, che farai:",Nu ska jag berätta vad du ska göra:,"Nu ska jag informera dig, kamrat, vad du kommer att göra:"
"All’uscio, c’apre verso del giardino,","Vid dörren som öppnar sig mot trädgården,","Vid dörren som leder till trädgården,"
Ben cheta mente tu te ne verai;,"Oroa dig inte, du ska gå.","Tyst, du ska gå."
"Ed i’   sì me ne vo ’l dritto camino,","Och jag ska gå rakt på vägen,",Jag tar den raka vägen.
"E sì farò c’aperto il troverai,","Och jag kommer att hitta den öppen,",Jag hittar den öppen.
Sì che•ttu avrai   il Fior in tuo dimino».,Så du har blomman i ditt förvar.,Så att du äger blomman i ditt förvar.
"La Vechia atanto da me si diparte,","Den gamla kvinnan vände sig sedan bort från mig,",Den gamla kvinnan vände sig sedan bort från mig.
"E ’l camin ebe tosto passegiato,","Och vägen var snart på väg,",Resan slutfördes snabbt.
"E quand’i’ fui un poco dimorato,","Och när jag stannade ett tag,","När jag grep mig själv för ett ögonblick,"
"Verso ’l giardin n’andai   da l’altra parte,","Jag gick till andra sidan mot trädgården,",Jag gick till andra sidan mot trädgården.
"Pregando Idio, che mi conduca ’n parte,",Be till Gud att leda mig till sidan,Ber Gud att leda mig i riktning
Ch’i’ de mia malatia fosse sanato.,Att min sjukdom blev botad.,Att min sjukdom blev botad.
Aperto l’uscio sì ebi trovato;,Öppnade dörren jag hade hittat;,"Öppna dörren, jag fick reda på det."
Ver è ch’era sochiuso tutto ad arte.,Allt var på väg mot konsten.,Den var öppen med försiktighet.
Co•molto gran paura dentro entrai;,Med mycket stor fruktan gick jag in;,Med oerhörd bävan gick jag in;
"Ma quand’i’ vidi Malabocca morto,","Men när jag såg Malabocca död,","När jag såg Malabocca gå bort,"
Vie men del fatto mio sì mi dottai.,Jag var mindre orolig för min situation.,Jag var mindre orolig för mitt tillstånd.
"Amor trovai,   che mi diè gran conforto","Jag fann Kärlek, vilket gav mig stor tröst","Jag fann Kärlek, vilket gav mig stor lättnad."
"Co•l’oste sua, e molto m’allegrai","Med hans gästfrihet, och jag gladde mig mycket","Med hans välkomnande, och jag gladde mig mycket"
"Che ciascun v’era, no•vi trarria corto.","Att alla var där, jag ska inte kortsluta dig.","Att alla var där, jag ska inte förkorta dig."
"Com’i’ v’ò detto, a tutto lor podere","Som jag sa till dig, på alla deras gård","Som jag sa till dig, till alla deras egendom"
Lo Dio d’Amor et la sua Baronia,Kärlekens Gud och hans barmhärtighet,Afretto Gudom och dess fejd
"Presti eran tutti a far senn’e follia,",Snart var de redo att bli galna.,Snart var de redo att bli galna.
Per aconpiérmi tutto ’l mio volere.,För att uppfylla min vilja.,För att uppfylla min vilja.
Allor pensai s’i’ potesse vedere,Då tänkte jag om jag kunde se,Då funderade jag på om jag kunde observera
Dolze-Riguardo per cosa che sia:,Dolze-Real för vad som helst.,Söt-som för allt.
"Inmantenente Amor a me lo ’nvia,","Kärleken skickade det direkt till mig,","Instinktivt, affektion skickade det till mig."
Di che mi fecie molto gran piaciere.,Att jag var mycket nöjd.,Att han gav mig stort nöje.
"E que’ sì mi mostrò Bellacoglienza,","Och hon visade mig Bellacoglienza,","Hon visade mig vänlighet, vänlighet och älskvärdhet."
"Che ’nmantenente venne a salutarmi,",Det kom genast för att hälsa på mig,Som genast kom för att säga adjö till mig
