Original,Translate,Translate_GPT_1
"Ed àlle messe a sì gran distreza,","Und lege eine große Schwierigkeit ein,","Es bringt Sie in eine schwierige Situation,"
"Che ciascheduna volontier s’adreza,",daß jeder bereitwillig strebt,daß jeder bereitwillig strebt
Come tornar potesse a franchitate.,Wie man in die Freiheit zurückkehrt.,wie man die Freiheit wiedererlangt.
Vedi l’ucciel del bosco quand’è ’n gabia:,"Sieh dir den Vogel im Wald an, wenn er in einem Käfig ist:","Untersuchen Sie den Vogel des Waldes, wenn sie eingesperrt ist."
"E’ chanterà di cuor, ciò vi fi’ aviso,","Singe mit deinem Herzen, sage ich dir:","Ich sage dir, leidenschaftlich auftreten."
"Ma no gli piacie vivanda, ch’egli abia;","Aber er mag das Essen nicht, das er hat.","Aber er mag das Essen nicht, das er hat."
Ché Natur’ a francheza   l’à sì miso,Warum die Natur ihm so viel Freiheit gegeben hat,Warum die Natur ihm so viel Autonomie gewährt hat
"Che giorno e notte de l’uscirne arrabia,","Was Tag und Nacht wird er wütend zu gehen,","Was er Tag und Nacht aufsteht, um auszugehen,"
"Nonn-avrà tanto miglio, o grano, o riso.","Er wird nicht so viel Meile haben, oder Weizen, oder Reis.","Er wird nicht so viel Meile haben, oder Weizen, oder Reis."
"E se quell’uon desdir non si degniasse,","Und wenn dieser Mann sich nicht entrüstet, seine Meinung zu ändern,","Wenn dieser Mann sich nicht die Mühe machte, sein Denken zu ändern,"
"Anzi dirà, per farla più crucciosa,","Er wird sagen, sie soll mehr leiden,","Stattdessen behauptete er, sein Leiden zu erhöhen."
"Ch’e’•nn’à un’altra, ch’è•ssì amorosa","dass er einen anderen hat, dass sie so verliebt ist,","dass er einen anderen hat, das ist so leidenschaftlich."
"Di lui, che per null’altro no ’l canbiasse,","Von ihm, der es für nichts anderes ändern würde,","Von ihm, der ihn nicht gegen etwas anderes eintauschen würde."
Guardisi quella che non si crucciasse.,"Sieh dir die an, die sich nicht zu sehr aufregt.","Sieh dir den an, der sich keine Sorgen macht."
Con tutto ciò se ne mostri dogliosa,"Aber mit all dem, wenn du Leid zeigst,",Doch wenn er sich als leidend erweist.
"Di fuor, ma dentr’al cuor ne sia gioiosa:","Draußen, aber in deinem Herzen glücklich sein,","auf der Außenseite, aber eigentlich zufrieden sein in den Tiefen."
"Ancora più, sed egli s’anegasse.","Und noch mehr, wenn er ertrank.","und noch mehr, wenn er sich untertauchen würde."
E dicagli che già quella vendetta,"Und sagen Sie ihr, dass Rache","Und sag ihr, dass Rache"
"Non sarà fatta, se non sol per lei,","Es wird nur für sie getan werden,","Es wird nicht realisiert werden, außer für euch."
Sì ch’ella il pagherà di quella detta.,und dass du für dieses Wort bezahlen wirst.,und dass sie dir diese Frist zurückzahlen wird.
Allor da•llui sì mi dipartirei;,"Dann wandte ich mich von ihm ab,",Dann ging ich von ihm weg.
"Di far amico mosterè’   gran fretta,","Und ich würde zeigen, dass ich Freunde sein wollte,","Und ich würde zeigen, dass ich gerne Freunde sein würde."
Sì ch’io in quella anghoscia il lascierei.,Weil ich ihn in dieser Angst zurücklassen würde.,Weil ich ihn in dieser Verzweiflung aufgeben würde.
S’avessi messo termine a un’ora,Wenn er es eine Stunde lang beendet hätte...,Wenn eine Grenze für eine Stunde auferlegt worden wäre.
"A due, c’avresti fatto gran follia,","oder zwei, du hättest einen großen Fehler gemacht,","Hättest du zwei erwählt, wärst du in einem schweren Irrtum gewesen."
"E l’un conteco in camera sia,","Angenommen, man ist im Zimmer.","Stellen wir uns vor, man ist im Zimmer."
"E l’altro viene apresso san’ dimora,","und der andere kommt unverzüglich an,",und der andere kommt sofort ohne zu zögern.
Al di dietro dirai ch’egl’è ancora,"Von hinten wirst du sagen, es ist immer noch","Von hinten wirst du sagen, es ist immer noch"
"El signior suo lassù, ch’e’ non poria","Dein Meister da oben, der nicht kann.","Sein himmlischer Herrscher, der nicht"
"Far dimoranza, ma tost’una fia:","Hör auf, aber er kommt bald zurück.","stopp, aber es wird schnell zurückkehren."
"“Il fante, o voi, tornate a poca d’ora”.","""Der Diener, oh du, komm bald zurück,""","""Der Diener, oder du, wird in Kürze zurückkehren."""
"E poi sì ’l butti fuori, e torni suso",Und dann wirfst du es raus und gehst wieder nach oben.,und dann erklären Sie ihn und gehen Sie wieder nach oben
"E traga l’altro fuor della burella,","Und den anderen aus dem Versteck holen,","Verschieben Sie den anderen aus dem Tierheim,"
Che molto gli è anoiato star rinchiuso.,"Es ist sehr langweilig für ihn, eingesperrt zu werden.","dass es sehr monoton ist, beschränkt zu werden."
"Posi la guarnacha, e la gonella,",Zieh deine Jacke und deinen Rock an.,Tragen Sie Ihr Hemd und Kleid.
Diciendo ch’ell’   è tanto stata giuso,"Sie sagte, dass sie so niedergeschlagen war.","Unter der Annahme, dass Sie sehr deprimiert waren."
"Per lo marito, ch’era nella   ciella.","Für ihren Mann, der im Gefängnis war.","Für den Ehepartner, der im Gefängnis war."
Ne•letto su’ si metta in braccio   in braccio,Er soll sich in die Arme des anderen legen.,Er umarmt den anderen.
"Co•llui insiem’, e faccian lor diporto;",Und sie sollen ihren Spaß miteinander haben.,Möge ihre Freude genossen werden;
"Ma dica tuttor: “Lassa, crudel torto","Aber sag immer: ""Lass mich, grausames Unrecht,","""Geh, grausame Ungerechtigkeit,"
"È questo, che ’nverso il mi’ sire faccio”.","Ich gehe zu meinem Herrn.""",Ich ehre meinen Souverän.
"E nella gioia, c’à, gli metta inpaccio,","Und in der Freude, die er hat, ihn in Verlegenheit bringen,",In seinem Jubel blamieren Sie ihn.
Sì ch’egli abia paura e disconforto:,so daß er sich fürchtet und verzagt.,so daß er Angst und Verzweiflung hat.
Dicier li dee ch’e’ sarebe morto,"Du musst ihm sagen, dass er tot wäre.","muss ihm mitteilen, dass er sterben würde."
"Sanz’averne rispetto, molt’avaccio,","Ohne Respekt, sehr unglücklich,","Ohne Respekt, sehr unglücklich,"
"Se•ll’uon sapesse ch’e’ fosse co•llei,","Wenn jemand wüsste, dass sie bei ihr ist,","Wenn jemand wüsste, dass sie bei dir ist,"
"E di’: “Lassa, dolente, malaurata,","und sprich: ""Lasst mich traurig und elend sein,","Lass mich, traurig und verzweifelt,"
"So che vitiperata   ne sarei,","Ich weiß, ich wäre beleidigt.","Ich weiß, dass ich die Schuld bekommen würde."
"E ch’i’, per man de’ mie’,   sare’   ismenbrata”.","und daß ich durch meine Hand vernichtet würde.""",Und dass ich durch meine eigenen Hände vernichtet würde.
"E in questa paura i’ ’l metterei,","Und in dieser Angst würde ich ihn setzen,",In diesem Schrecken würde ich ihn setzen.
Ché da lui ne sarebe più amata.,Weil sie von ihm mehr geliebt würde.,Weil sie von ihm mehr geschätzt würde.
"Quand’a quel lavorio messi saranno,","Wenn sie in diesem Job beschäftigt sind,","Wenn sie in diesem Geschäft beschäftigt sind,"
"Ben sagia mente degie inoperare,","Weiser Verstand sollte nicht operieren,","Genügsame Lügen sollten nicht handeln,"
"E l’un atender, e l’altro studiare,","Und ein Warten, und das andere Studium,",Warten Sie und ermitteln Sie.
Secondo ch’egli alor si sentiranno;,"nach dem, was sie fühlen werden,","nach dem, was sie merken."
Né sì non dé parer lor già affanno,"Und sie sollten nicht so aussehen, als würden sie müde.",Und sie sollten nicht müde aussehen.
"Di voler ben a modo mantacare,","Auf eine Weise zu lieben, um zu erhalten,","Zuneigung zu fühlen, zu bewahren."
C’amendue insieme degian afinare,Wir müssen beide zusammen schärfen.,Wir beide müssen uns gemeinsam verbessern.
Lor dilettanza;   e dimorasse un anno!,"Ihr Wohlgefallen, und wenn sie ein Jahr verweilten!","Ihre Zufriedenheit, und wenn sie ein Jahr verweilten!"
"E se•lla donna non v’à dilettanza,","Und wenn die Frau es nicht mag,","Wenn die Frau nicht interessiert ist,"
"Sì ’nfinga in tutte guise ch’e’ vi sia,","Ihr betrügt mit allen Mitteln,","Verhängnis, Betrug, Betrug mit jedem möglichen Kunststück."
Sì gline mostri molto gran senbianza:,zeigt sehr große Zuneigung;,Er drückt tiefe Zuneigung aus.
"Istringa ’l forte, e basci ’l tuttavia;",Halten Sie fest und küssen Sie sich jedoch;,Greifen Sie fest und küssen Sie sich trotzdem.
"Quando l’uom avrà sua dilettanza,","Wenn der Mensch sein Wohlgefallen hat,","Wenn der Mensch zufrieden ist,"
Sì paia ch’ella tramortita sia.,"Tu so, als wärst du ohnmächtig geworden.",Simulieren Sie eine Ohnmacht.
Se l’uon può tanto far ched ella vada,"Wenn der Mensch ihn dazu bringen kann,","Wenn der Mensch sicherstellen kann, dass alles geht"
"Al su’ albergo la notte a dormire,","Um nachts in seinem Hotel zu schlafen,",Nachts in seinem Gasthaus ausruhen.
Si dé alla femina ben sovenire,Lass die Frau sich erinnern.,Lass dich von der Frau auswendig lernen.
Ched ella il faccia star un poco a bada.,Er soll eine Weile zusehen.,"Erlauben Sie ihm, für einen Zeitraum zu beobachten."
"E que’, che guarderà tuttor la strada,","Und der, der immer noch auf die Straße schaut,","Wer noch den Weg einhält,"
Ciertana sie ch’e’ le parrà morire,"Gewiß, es ist doch die Furcht vor dem Sterben.","Ungewissheit, Angst, Angst zu sterben."
Insin ched e’ no•lla vedrà venire:,Bis Sie sie kommen sehen:,Bis du sie kommen siehst.
"Ché•ll’amor, c’uom atarda, vie più agrada.","Denn Liebe, wenn sie zurückgeblieben ist, gefällt es besser.","Denn Liebe, wenn sie sich verzögert, gefällt es besser."
E quand’ella sarà a l’ostel venuta,"Und wenn sie ins Hostel kommt,","Wenn Sie ins Hotel kommen,"
"Sì dica a que’, che•nn’è sì amoroso,","Sage ihm, wer so verliebt ist,","Sie informiert diejenigen, die sie so gern haben,"
Ched ella per su’ amor tropp’è arguta;,Dass sie für ihn zu schlau ist.,Dass sie um ihrertwillen zu schlau ist; weise
"Ché ’l su’ marito n’è troppo gieloso,","Dass Ihr Mann zu eifersüchtig ist,",Dass dein Ehepartner zu besitzergreifend ist.
Sì che dubita molto esser battuta:,"So sehr, dass er bezweifelt, geschlagen zu werden:","So viel zu vermuten, dass sie besiegt wurde."
Così gli faccia forte il pauroso.,So macht ihn stark.,Mache also deine Angst stark.
Se quel gieloso la tien sì fermata,Wenn dieser eifersüchtige Mann sie aufhält,Wenn dieser eifersüchtige Mann sie zurückhält
"Ch’ella non poss’andar là, ov’ella vuole,","Dass ich nicht dorthin gehen kann, wo du willst.","Dass ich nicht dorthin gehen kann, wo du willst."
"Sì gli faccia intendente   che•ssi duole,","Sag ihm, dass es ihm leid tut.","Sag ihm, dass es ihm leid tut."
"D’una sua gotta, che d’averl’è usata:","Für eine Gicht, die ihn leiden ließ:","Für eine Podagra, die ihn leiden ließ."
"Per ch’e’ convien ch’ella sia   stufata,",Deshalb sollte ich mich besser satt haben.,"Aus diesem Grund ist es ratsam, dass es gekocht werden"
"Ché colla stufa guerir se ne suole,","Weil der Ofen normalerweise heilt,",Weil der Ofen dich meist heilt.
"Po’ bullirà ramerin, e viuole,","Dann wird es kochen Kupfer, Veilchen","Dann kocht es Rosmarin, Veilchen"
"E camamilla, e salvia, e fie bagniata.","Und Kamille, Salbei, und es wird nass sein.","Und Kamille, Salbei, und es wird durchnässt sein."
"E ’l gieloso dirà: “Va arditamente,","Und diejenigen, die eifersüchtig sind, sagen: «Geht hin,","Und diejenigen, die es besitzen, sagen: ""Gewiß, dies ist ein kühner Beweis."
E mena teco buona conpagnia”;,"Und bringt gute Gesellschaft mit euch.""",Und bringen Sie eine gute Gesellschaft mit.
"Ma molto ne fia   nel su’ cuor dolente,","Aber viel wird in seinem traurigen Herzen sein,","Aber viel wird in seinem leidenden Herzen sein,"
Ma vede ch’e’ desdir no ’l gliel poria.,Aber er konnte nicht nein sagen.,"Aber du siehst, dass Ablehnung ihm das nicht antun konnte."
"Quella mena conseco alcuna giente,",Sie bringt keine Leute mit.,Sie begleitet einige Leute
La qual sapranno ben sua malatia.,Was Ihre Krankheit sehr gut kennen wird.,Wer wird seine Krankheit genau kennen.
Ancor non dé aver femina credenza,Noch glaubt keine Frau,Keine Frau hat noch Glauben
"Che nessun huon malia far le potesse,",Dass kein Mann ihr wehtun könnte,Dass kein Mann ihr etwas antun kann
"Néd ella ancor d’altrui, s’ella potesse","Du auch nicht, wenn du könntest.","Und Sie auch nicht, wenn das möglich wäre."
C’altri l’amasse   contra sua voglienza.,Möge ein anderer sie gegen ihren Willen lieben.,Möge ein anderer sie gegen seinen Willen anbeten.
"Medea, in cui fu tanta sapienza,","Medea, wo so viel Weisheit war,","Medea, reich an Weisheit."
Non potte far che Giesonò tenesse,Er konnte Jason nicht behalten.,Jason konnte sie nur festhalten.
"Per arte nulla, ch’ella gli faciesse,","Ohne Kunst, die er ihm angetan hat,","Ohne jede Art von Schöpfung, die sie hervorgebracht hat."
Sì ch’e’ ’nver’ lei tornasse   la sua ’ntenza.,"Damit er zu ihr zurückkehren würde, seine Absicht.",Damit sein Wille zu ihr zurückkehrt.
"Sì non dea nessun don, che guari vaglia,","Geben Sie keine Gabe, die für Heilung gilt","Bieten Sie keine Geschenke, die für die Heilung nützlich sind."
A null’amante tanto l’apregiasse:,"Für keinen Liebhaber, der es so schätzt:","Kein Verehrer, der ihn so schätzt."
"Doni borsa, guanciale, o tovaglia,","Geschenktüte, Kissen oder Tischdecke,","Geschenke, Tasche, Kissen oder Tischdecke."
"O cinturetta, che poco costasse,","Oder Gurt, was wenig kostet,",Günstige billige Gurt
"Covriciefo, o aguglier di bella taglia,","Kopfbedeckung oder Nadel in feiner Größe,",Hut oder große Brosche.
"O gumitol di fil, s’egli ’l degniasse.","Oder einen Drahtball, wenn er ihm gefällt.","Eine Seilrolle, wenn er es zu schätzen weiß."
"Ma ciascun uon, c’avesse in sé ragione,","Aber jeder Mann, der recht hatte in sich selbst,","Jeder, der gesunden Menschenverstand hatte,"
"O che del mondo ben savio sarebe,","oder daß er weise war in der Welt,","Dass sie weise war in der Welt,"
"Ma’ don’ di femina non prenderebe,",Er würde keine Frau als Geschenk nehmen.,Er würde eine Frau nicht als Geschenk akzeptieren.
"Ch’e’ non son che•llacci di tradigione,",Weil sie nur Traditionsbande sind.,Weil es nur übliche Einschränkungen sind.
"Ché quella, che faciesse donagione,","Weil derjenige, der eine Spende machen würde","Weil derjenige, der eine Spende machen würde"
"Contra la sua natura pecherebe,","Gegen seine Natur würde er sündigen,",Gegen sein Wesen würde es übertreten.
E ’n gran follia ciascun gliele porebe,"Und es wäre verrückt, wenn sie es nehmen würde.","Es wäre eine große Ungewissheit, wenn er sie annehmen würde."
Sed ella no ’l faciesse a tradigione.,Wenn er es nicht traditionsgemäß getan hat.,Wenn er es nicht aus Gewohnheit getan hat.
"Perciò ciascuna pensi, quando dona,","Also denkt jeder, wenn es gibt,","Dadurch fühlt sich jeder, wenn er gibt,"
"Che doni nella guisa, c’ò parlato,","Um so zu spenden, wie ich sagte:","Verteile, biete, schenke in dem Modus, den ich beschrieben habe."
"Sì che, quand’ella avrà passata nona,","Und wenn er seine Jugend vollendet hat,","Und wenn es über die Jugend hinausgeht,"
Il guardacuor suo sia sì fodrato,Möge sein Herz so geschützt werden,Sein Herz sei so behütet
Ch’ella non cagia a merzé di persona.,Dass er nicht persönlich an die Macht kommt.,Dass er von niemandem kontrolliert wird.
E ciò tien tutto al ben aver guardato.,Und das hängt alles von guter Aufmerksamkeit ab.,Und das hängt alles von einer tiefen Konzentration ab.
"Al ben guardar fallì’, lassa dolente,","Wenn gute Aufmerksamkeit fehlschlägt, bleibt es traurig.","Wenn fleißige Aufmerksamkeit versagt, bist du enttäuscht."
"Ché•cciò, c’all’un togliea,   a l’altro donava:","Denn was er dem einen genommen hat, gab er dem anderen:","Weil das, was er dem einen gestohlen hat, dem anderen, den er geschenkt hat."
"Come ’l danaio venia, così n’andava,","Als der Däne kam, ging er,","Als der Däne ankam, ging er."
Non faciea   forza d’aver rimanente.,"Er hatte nicht die Kraft, einen Überrest zu haben.","Er hat nicht versucht, einen Überschuss zu bekommen."
"I’ era di ciascun molto prendente,","Ich war sehr an allen interessiert,",Ich war sehr neugierig auf alle.
