Original,Translate,Translate_GPT_1
E ivi sì s’è un poco riposata;,En zij rustte daar een weinig;,En daar ontspande ze zich een beetje.
E riposando sì ebe avisata,En rustend wist hij het.,"Rustend, leerde hij."
"Come colei, ch’era sottil archiera,","Net als die ene, die bekwame boogschutter was,","Zoals die ene, die een expert boogschutter was,"
"Tra due pilastri una balestriera,","tussen twee pilaren een kruisboog,",Tussen twee kolommen een kruisboog.
La qual Natura v’avea   conpasata.,Dat de natuur zich voor je had voorbereid.,dat de natuur had geregeld.
In su’ pilastri una imagine avea   asisa;,Op zijn pilaar had hij een vast beeld;,Op zijn voetstuk had hij een beeld liggen.
"D’argiento fin senbiava, sì luciea:","van zilver leek, zo scheen;","van zilver verscheen, zo schitterde."
Trop’era   ben taglata   a gran divisa;,Hij was zeer goed gekerfd met grote vaardigheid.,werd zeer zorgvuldig gesneden met grote vaardigheid.
"Di sotto un santuaro si avea,",Beneden had een toevluchtsoord.,Er was een tempel onder.
"D’un drapo era   coperto sì in tal guisa,","was bedekt met een doek op zo'n manier,",Hij was op zo'n manier in een gordijn gewikkeld.
Che ’l santuaro punto non parea.,dat het heiligdom helemaal niet leek.,dat de heilige plaats helemaal niet verscheen.
Troppo avea quel’imagine ’l visaggio,Dat beeld had veel charme.,Dat beeld had veel charme.
Tagliato di tranobile fazone.,gesneden door onveranderlijke schoonheid.,Gekerfd door onveranderlijke pracht.
"Molto pensai d’andarvi a prociessione,","Ik heb er veel over nagedacht om in de processie te gaan,",Ik reflecteerde intens op het idee om deel te nemen aan een parade.
E di fornirvi mie pelligrinagio.,en om daar mijn pelgrimstocht aan te bieden.,en om mijn reis daar te presenteren.
E’ sì no•mi paria paruto oltragio,Het leek me een schande.,Ik dacht dat het een belediging zou zijn.
"Di starvi un dì davanti ginochione,","op een dag op je knieën,",Ga een dag op je knieën zitten.
"E poi di nocte eservi su boccone,","En dan 's nachts een hapje,",en dan 's nachts een maaltijd worden.
"E di donarne ancor ben gran logagio,","en ook om een geweldige accommodatie te doneren,",en ook om een groot huis te bieden.
"Chéd i’ era ciertan, sed i’ toccasse","want ik was zeker, als ik had aangeraakt",Omdat ik er zeker van was dat ik je aanraakte.
"L’erlique, che di sotto eran riposte,","de relikwieën die eronder zijn geplaatst,",Relikwieën verborgen eronder.
"Che ogne mal, ch’i’ avesse, mi sanasse,","dat elk kwaad dat ik had mij zou genezen,",dat elke ziekte die ik had me zou genezen.
"E’ fosse mal di capo, over di coste,","als u hoofdpijn of rugpijn heeft,","hoofdpijn, rugpijn"
"O d’altra malatia, che mi gravasse:",of van een andere ziekte die mij onderdrukt:,of andere kwelling die mij onderdrukte
A tutte m’avria fatto donar soste.,Dan zou ik iedereen opluchten.,Ik zou iedereen troosten.
"Venùs allora già più non atende,",Venus wacht dan niet meer.,Venus blijft dan niet meer hangen.
Però ched ella sì vuol ben mostrare,Maar hij wil het iedereen laten zien.,Maar hij wil het aan iedereen laten zien.
"A ciaschedun ciò, ched ella sa fare.",Voor elk van hen weet ze hoe ze het moet doen.,Voor ieder wat in zijn vermogens is.
"Imantenente l’arco su’ sì tende,",Strekt meteen de boog,Instant rekt de boog
"E poi prende   il brandone, e sì l’aciende;",En neem de bandon en steek hem aan.,"En hij pakt de bundel, activeert het."
"Sì no•lle parve pena lo scocare,",Het leek niet vermoeiend om toe te slaan.,Ze leek niet moeilijk te gooien.
"E per la balestriera il fe’ volare,","En met de kruisboog de pijl vlieg,",En met de kruisboog vliegt de bliksem.
Sì che ’l castel ma’ più non si difende.,dat het kasteel zich nooit meer verdedigt.,dat het landhuis zichzelf nooit meer beschermt.
Imantenente il fuoco sì s’aprese,Onmiddellijk verspreidt het vuur zich,Snel de inzet spreidt zich uit
"Per lo castello, ciascun si fugìo,","bij het kasteel, iedereen vluchtte",Voor het kasteel is iedereen weggeslopen.
Sì che nessun vi fecie più difese.,En niemand verzette zich meer.,En niemand verzette zich meer.
Lo Schifo disse: «Qui no•sto più io!»;,"Het tuig zei: ""Ik ben er niet meer!""","De verachtelijke riep uit: ""Ik zal hier niet meer blijven!"""
Vergogna si fugì in istran paese;,Jammer dat hij naar een vreemd land vluchtte.,Wroeging vluchtte naar een vreemd land.
Paura a gra•fatica si partìo.,Angst begon met nood.,Terreur gerimpeld van angst.
"Quando ’l castello fu così inbrasciato,",Toen het kasteel zo in brand stond,Toen het kasteel zo ontstoken was
"E che•lle guardie fur fugite via,",Toen vluchtten de wachters weg.,En de wachters vluchtten snel.
"Alor sì v’entrò entro Cortesia,",Toen kwam hij in de beleefdheid.,Toen drong hij door u vriendelijkheid
Per la figluola trar di quello stato;,om de dochter uit die staat te verlossen;,"staat, staat, staat, staat, staat, staat, staat"
"E Franchez’, e Pietà da l’altro lato",Franchezza en Pietà aan de andere kant,Franchezza en Mededogen aan de andere kant.
Si andaron co•llei in conpagnia.,Ze gingen met haar mee als gezelschap.,Ze voegden zich bij haar als escorts.
"Cortesia   sì•lle disse: «Figlia mia,","Courtesy zei, ""Mijn dochter,","Courtesy zei, ""Mijn dochter,"
"Molt’ò avuto di te il cuor crucciato,",Ik heb mijn hart gekwetst voor jou.,Ik had mijn hart gebroken voor jou.
Ché stata sè gran tenpo inpregionata.,Omdat je al zo lang gevangen zit.,Omdat je al zo lang wordt beschuldigd.
"La Gielosia   agi’or mala ventura,",Jaloezie had pech.,Jaloezie heeft pech gehad.
Quando tenuta t’à tanto serrata.,Ik hou je zo lang strak.,Ik hou je zo lang strak.
"Lo Schifo, e Vergogna, con Paura","De dwaas, de schande en de angst","Walging, Disconcert en Angst"
"Se son fugiti, e la gol’à tagliata",Als zij gevlucht zijn en de keel is afgehakt,"Als ze ontsnapten, sneed de keel door."
"Ser Mala-Bocca, per sua disaventura.","Ser Mala-Bocca, voor zijn ongeluk.","Ser Mala-Lingua, voor zijn ongelukkige lot."
"Figluola mia, per Dio e per merzede,","Mijn dochter, in de naam van God en genade,","Mijn dochter, in de naam van God en genade,"
"Agie pietà di quel leal Amante,",Heb medelijden met die trouwe minnaar.,Heb medelijden met die toegewijde minnaar.
"Che per te à soferte pene tante,",Die zoveel pijn voor u heeft geleden.,die veel leed voor jullie heeft geleden
"Che dir no ’l ti poria, in buona fede.","Ik kon het je niet vertellen, met goed vertrouwen.",Dat ik u niet met oprechtheid kon onthullen.
"I•nessun altro idio, che•tte, non crede,","Geen andere god dan jij, hij gelooft niet.","Geen god, maar jij, hij vertrouwt je niet."
"E tuttora a•cciò è stato fermo, e stante.",En hij is altijd stevig en constant geweest.,En hij is altijd onveranderlijk en volhardend geweest.
"Figluola mia, or gli fa tal senbiante,",Mijn dochter doet nu haar ding.,Mijn dochter doet nu haar ding.
"Ch’e’ sia ciertano di ciò, c’or non crede».","dat het zeker is van dit, dat het hart niet gelooft","dat het onweerlegbaar is van dit, dat het hart niet accepteert"
Bellacoglienza disse: «I’ gli abandono,"Bellacoglienza zei: ""Ik laat hem in de steek,","Bellacoglienza verklaarde: ""Ik heb hem afgezworen,"
"E me, e ’l Fiore, e ciò, ch’i’ ò ’n podere,","Ik en de Bloem en wat ik heb in mijn macht,",Ik en de Plant en wat ik tot mijn beschikking heb.
E ched e’ prenda tutto quanto in dono.,En dat hij alles als een geschenk ziet.,En dat hij alles accepteert als een geschenk.
"Per altre volte avea alcun volere,",Op andere momenten had hij geen testament.,Bij andere gelegenheden had hij geen verlangen.
"Ma non n’era sì agiata, com’or sono:",Maar ik was niet zo gelukkig als nu.,Maar ik was niet zo gelukkig als nu.
Or ne può fare tutto ’l su’ piaciere».,Nu kunt u dit allemaal doen in uw plezier.,Nu kun je dit naar eigen goeddunken doen.
"Quand’i’ udì’ quel buon risposto fino,","Toen ik dat goede antwoord hoorde,","Toen ik dat bevredigend antwoord hoorde,"
Che•lla gientil rispuose mi levai,"En zij antwoordde vriendelijklijk: Ik stond op,","Dat ze beleefd antwoordde dat ik opstond,"
"Ed a la balestriera m’adrizai,",richting de belestra,We gaan richting het raam.
Ché quel s’iera il mi’ dritto camino;,Dat was mijn rechte Pad.,dat dat mijn juiste pad was
"E sì v’andai   come buon pellegrino,",En ik ging daarheen als een goede pelgrim.,En ik ging er heen als een vrome reiziger.
"Ch’un bordon noderuto v’aportai,",Ik heb een knoestige tas bij me.,Ik heb een verwrongen zak bij me.
"E la scarsella non dimenticai,",En ik ben de tas niet vergeten.,Ik ben de tas niet vergeten.
La qual v’apiccò buon Mastro Divino.,Wat een goede Goddelijke Meester heeft me geholpen om me te binden.,Wat een uitstekende Hoogste Gids was ik in staat om vast te houden.
"Tutto mi’ arnese, tal chent’i’ portava,","Al mijn gereedschap dat ik gebruikte om te dragen,","Al mijn spullen die ik bij me had,"
"Se di condurl’al port’ò in mia ventura,","Als ik geluk heb om ze naar de haven te brengen,",Ik heb geluk dat ik ze naar de haven breng.
Di toccarne l’erlique i’ pur pensava.,Ik dacht dat ik zijn relikwieën zou aanraken.,Ik dacht dat ik zijn relikwieën zou aanraken.
Nel mi’ bordon non avea feratura,Mijn tas had geen troep.,Mijn tas had geen metaal.
Ché giamai  contra pietre no•ll’urtava;,Want het is nooit gekomen tegen de stenen;,Want hij botste nooit met de stenen.
La scharsella s’iera san’ costura.,De tas had geen naden.,De tas was jointloos.
Tant’andai giorno e notte caminando,Dus ging ik dag en nacht wandelen,Ik ging dag en nacht dwalen.
"Col mi’ bordon,   che non era ferrato,","met mijn staf die niet ijzer was,",Met mijn stok was dat geen metaal.
Che ’ntra’ duo be’ pilastri fu’ arivato:,Dat ik tussen twee prachtige pilaren aankwam.,Dat ik tussen twee prachtige colonnades aankwam.
Molto s’andò   il mi’ cuor riconfortando.,Veel ging weg mijn hart verfrist,Veel ging weg mijn hart verkwikt.
"Dritt’a l’erlique venni apressimando,",Recht naar de relikwieën waar ik me haastte.,Breng me snel naar de relikwieën.
E mantenente mi fu’ inginochiato,En meteen zat ik op m'n knieën.,Onmiddellijk knielde ik neer.
Per adorar quel bel corpo beato;,om dat prachtige gezegende lichaam te aanbidden.,Om dat prachtige gelukkige lichaam te aanbidden.
"Po’ venni la coverta solevando,",Toen kwam ik de deken optillen.,Dus ik tilde de quilt op.
"E poi provai, sed i’ potea, il bordone","En toen probeerde ik, als ik kon, om de stok te steken.","en toen probeerde ik, indien mogelijk, om de stok in te voegen"
"In quella balestriera, ch’i’ v’ò detto,",in die kruisboog zei ik je,In die katapult zei ik je...
Metterlo dentro tutto di randone;,Stop het er plotseling in.,Stop het er meteen in.
"Ma i’ non potti, ch’ell’era sì stretto",Maar ik kon het niet omdat het zo strak was.,Maar ik kon het niet omdat hij zo krap was.
"L’entrata, che ’l fatto andò   in falligione.","De ingang, dat de poging mislukt was.","De ingang, dat de poging een fiasco bleek te zijn."
La prima volta i’ vi fu’ ben distretto.,"De eerste keer dat ik erg close was,",De eerste keer was ik erg smal.
"Pe•più volte fallì’ a•llui ficcare,",Meerdere keren heb ik het er niet in gedaan.,"Meerdere keren heb ik het niet invoegen,"
Perciò ch’e’ ’n nulla guisa vi capea;,Want hij is er niet binnengegaan.,Omdat het op geen enkele manier door je heen kwam.
"E•lla scarsella, c’al bordon pendea,",En de zak die aan de staf hangt.,en de zak die uit de staf zwaaide
"Tuttor di sotto la faciea   urtare,",Alles beneden liet haar botsen.,Alles eronder maakte haar impact.
Credendo il bordon me’ far entrare;,Denken om de stok binnen te laten;,Proberen om de stok te introduceren.
Ma già nessuna cosa mi valea.,Maar het was niets waard.,Niets was echter waardevol.
"Ma a la fine i’ pur tanto scotea,","Maar uiteindelijk met zoveel beven,","Uiteindelijk, na veel opwinding."
Ched i’ pur lo faciea   oltrepassare,Dat ik hem zo heb laten doorgaan.,dat ik hem op deze manier heb laten overwinnen.
"Sì ch’io allora il Fior tutto sfoglai,","Dat toen de bloem die ik onthulde alles,",Dat ik den bloem geheel onthulde.
"E la semenza, ch’i’ avea   portata,",En het zaad dat ik gebracht had.,En het zaad dat ik gebracht had.
"Quand’ebi arato, sì•lla seminai;","Toen ik werd geploegd, heb ik het gezaaid.","Toen ik de aarde had bewerkt, heb ik het gezaaid."
"La semenza del Fior v’era cascata,","Het zaad van de bloem was daar gevallen,",Het zaad van de bloem was daar gevallen.
"Amendue insieme sì•lle mescolai,",Ik heb ze allebei gemengd.,Ik heb ze allebei gemengd.
Che molta di buon’erba n’è po’ nata.,Dat zeer goede gras werd toen geboren.,dat een grote hoeveelheid vegetatie is gegroeid.
"Quand’i’ mi vidi in così alto grado,","Toen ik mezelf in zo'n hoge mate zag,","Toen ik mezelf in zo'n hoge positie zag,"
"Tutti i mie’ ben fattori ringraziai,","Ik bedankte al mijn rijkdom factoren,",Ik bedankte al mijn weldoeners.
"E più gli amo ogi, ch’i’ non feci mai,","En ik hou nog meer van ze vandaag,",en ik hou nog meer van ze vandaag
Ch’e’ molto si penar di far mi’ grado.,Het doet veel pijn om mijn rang te doen.,Als een intens streven om mijn rang te voltooien.
"Al Die d’Amor, ed a la madre i’ bado","Op de Dag van de Liefde en op de Moeder,","Op de Dag van de Liefde en de Voorloper Bado,"
"E a’ baron’ de l’oste, ch’i’ amo assai,",En aan de baron van de gastheer waar ik veel van hou.,En tot de baron van de herberg waar ik dol op ben.
"D’esser lor fedele a senpremai,",om voor altijd trouw aan hen te zijn,om voor altijd aan hen toegewijd te zijn
"E di servirgli, e non guardar ma’ guado.","En om hen te dienen, en niet te kijken naar mijn gewin.","En om hen te voorzien, en niet te overwegen mijn voordeel."
"Al buono Amico, e a Bellacoglienza",Naar de goede vriend en naar Bell receptie,Op lieve Vriend en op Vriendelijke Ontvangst
Rendé’ grazie mille e mille volte;,Ik maak duizend en duizendmaal;,"geven herhaaldelijk, aanbod herhaaldelijk."
"Ma di Ragione non n’ebi sovenenza,","Maar ik had geen herinnering aan de reden,",Maar van Logica wist ik het niet meer.
"Che•lle mie gioie mi credette aver tolte,",Die dacht dat ze mijn vreugde had weggenomen.,Die dacht dat hij mij van mijn genoegens beroofd had.
"Ma contra lei i’ ebi provedenza,","Maar ik dacht tegen haar,","Ik was voorzichtig tegen haar, voorzichtig."
"Sì ch’i’ l’ò tutte quante avute e colte,","Zodat ik ze allemaal had, en las ze allemaal,",Dus pakte ik ze allemaal en verzamelde ze allemaal.
"Malgrado di Richeza, la spietata,","Ondanks de rijkdom, de genadeloze,","Ondanks de rijkdom, de wrede."
"Ch’unquanche di pietà non seppe usare,",die nooit wist hoe zij genade moesten gebruiken.,die nooit genade gekend hebben.
"Che del camino, c’à nome Troppo-Dare,","Dat van de open haard, die de naam Too-Give heeft.","Dat komt uit de haard, met de naam Too-Donate."
Le piaque di vietarmene l’entrata;,Ze hield ervan om toegang te verbieden;,Ze hield ervan om toegang te verbieden.
"Ancor di Gielosia, ch’è•ssì spietata,","Nog steeds van Jaloezie, dat is zeer meedogenloos,","Nog steeds jaloers, dat is meedogenloos,"
Che dagli amanti vuole il Fior guardare!,Die de Bloem van geliefden wil zien.,Die de Bloem van de geliefden wil observeren.
"Ma pure ’l mio non sep’ella murare,",Maar de mijne kon mij ook niet tegenhouden.,"Ook al kon de mijne me niet tegenhouden,"
"Ched i’ non vi trovasse alcuna entrata,","want ik vond geen ingang,","Omdat ik geen ingang kon vinden,"
"Ond’io le tolsi il Fior, ch’ella guardava,","Dus nam ik de Bloem weg die naar hem keek,",Dus nam ik de bloem die hij keek van hem af.
"E sì ne stava   in sì gran sospezone,",En zij stonden in grote vering.,en in grote verwachting was.
Che•lla sua giente tuttor vi veghiava.,Dat al zijn mensen toekeken.,Dat al zijn mensen toekeken.
