Original,Translate,Translate_GPT_1
"La Gielosia   agi’or mala ventura,",Jealousy had bad luck,Jealousy has had bad luck
Quando tenuta t’à tanto serrata.,Keeping you tight for so long.,Keeping you tight for so long.
"Lo Schifo, e Vergogna, con Paura","The Fool, Shame and Fear","Disgust, Disconcert and Fear"
"Se son fugiti, e la gol’à tagliata","if they have fled, and the throat cut off","If they escaped, and the throat cut"
"Ser Mala-Bocca, per sua disaventura.","Ser Mala-Bocca, for his misadventure.","Ser Mala-Lingua, for his unfortunate fate."
"Figluola mia, per Dio e per merzede,","My daughter, in the name of God and mercy,","My daughter, in the name of God and mercy,"
"Agie pietà di quel leal Amante,",Have mercy on that faithful lover,Have mercy on that devoted lover.
"Che per te à soferte pene tante,",who has suffered so many pains for you,who has suffered many sufferings for you
"Che dir no ’l ti poria, in buona fede.","I couldn't tell you, with good faith.","that I could not reveal to you, with sincerity."
"I•nessun altro idio, che•tte, non crede,","No other god but you, he doesn't believe,","No god but you, he doesn't trust you."
"E tuttora a•cciò è stato fermo, e stante.",and he has always been firm and constant.,and he has always been immutable and persevering.
"Figluola mia, or gli fa tal senbiante,","My daughter, she's doing her thing now.","My daughter, she's doing her thing now."
"Ch’e’ sia ciertano di ciò, c’or non crede».","that it is certain of this, that the heart does not believe","that it is indisputable of this, that the heart does not accept"
Bellacoglienza disse: «I’ gli abandono,"Bellacoglienza said: ""I abandon him,","Bellacoglienza declared: ""I abdicate him,"
"E me, e ’l Fiore, e ciò, ch’i’ ò ’n podere,","Me and the Flower and what I have in my power,",Me and the Plant and what I have at my disposal.
E ched e’ prenda tutto quanto in dono.,and that he take everything as a gift.,and that he accept everything as a gift.
"Per altre volte avea alcun volere,","At other times he had no will,",On other occasions he had no desire.
"Ma non n’era sì agiata, com’or sono:",But I wasn't as happy as I am now:,But I wasn't as happy as I am right now.
Or ne può fare tutto ’l su’ piaciere».,Now you can do all of this in your pleasure.,Now you can do this at your discretion.
"Quand’i’ udì’ quel buon risposto fino,","When I heard that good answer,","When I heard that satisfying answer,"
Che•lla gientil rispuose mi levai,"which she answered kindly, I rose up,","that she politely replied I rose up,"
"Ed a la balestriera m’adrizai,",heading towards the belestra,Proceeding towards the window.
Ché quel s’iera il mi’ dritto camino;,that that was my straight path,that that was my right path
"E sì v’andai   come buon pellegrino,",and I went there like a good pilgrim;,And I went there like a devout traveler.
"Ch’un bordon noderuto v’aportai,","I brought with me a knotty purse,",I brought a twisted bag with me.
"E la scarsella non dimenticai,","And I didn't forget the bag,",I didn't forget the bag.
La qual v’apiccò buon Mastro Divino.,What a good Divine Master helped me to bind.,What an excellent Supreme Guide I was able to hold.
"Tutto mi’ arnese, tal chent’i’ portava,","All my tools I used to carry,","All my equipment I was carrying,"
"Se di condurl’al port’ò in mia ventura,","If I'm lucky to take them to the harbor,",I'm lucky to take them to the harbor.
Di toccarne l’erlique i’ pur pensava.,I thought I'd touch his relics.,I thought I'd touch his relics.
Nel mi’ bordon non avea feratura,My purse didn't have any junk.,My purse had no metal.
Ché giamai  contra pietre no•ll’urtava;,for it never came against the stones;,for he never collided with the stones.
La scharsella s’iera san’ costura.,The bag had no seams.,The bag was jointless.
Tant’andai giorno e notte caminando,So I went day and night walking,I went day and night wandering.
"Col mi’ bordon,   che non era ferrato,","with my staff that was not iron,",With my stick that wasn't metal.
Che ’ntra’ duo be’ pilastri fu’ arivato:,that between two beautiful pillars I was arrived.,that between two beautiful colonnades I was arrived.
Molto s’andò   il mi’ cuor riconfortando.,Much went away my heart refreshed,Much went away my heart invigorated.
"Dritt’a l’erlique venni apressimando,","Straight to the relics I was rushed,",Directing me quickly to the relics.
E mantenente mi fu’ inginochiato,And immediately I was on my knees,Immediately I knelt down.
Per adorar quel bel corpo beato;,to worship that beautiful blessed body.,to worship that magnificent lucky body.
"Po’ venni la coverta solevando,","Then I came to lift the blanket,",So I lifted the quilt.
"E poi provai, sed i’ potea, il bordone","And then I tried, if I could, to stick the stick.","and then I tried, if possible, to insert the stick"
"In quella balestriera, ch’i’ v’ò detto,",in that crossbow I told you,In that slingshot I told you
Metterlo dentro tutto di randone;,Put it in all of a sudden,Put it in at once.
"Ma i’ non potti, ch’ell’era sì stretto",But I couldn't because it was so tight,but I couldn't because he was so cramped
"L’entrata, che ’l fatto andò   in falligione.","The entrance, that the attempt was in failure.","The entrance, that the attempt turned out to be a fiasco."
La prima volta i’ vi fu’ ben distretto.,"The first time I was very tight,",The first time I was very narrow.
"Pe•più volte fallì’ a•llui ficcare,","Several times I failed to put it in,","Several times I failed to insert it,"
Perciò ch’e’ ’n nulla guisa vi capea;,because in no way did he enter it;,because it in no way penetrated you.
"E•lla scarsella, c’al bordon pendea,",and the bag hanging from the staff,and the bag that swung from the staff
"Tuttor di sotto la faciea   urtare,","Everything downstairs made her bump,",Everything underneath made her impact.
Credendo il bordon me’ far entrare;,Thinking of letting the stick in;,Trying to introduce the stick.
Ma già nessuna cosa mi valea.,But it wasn't worth anything.,"However, nothing was valuable."
"Ma a la fine i’ pur tanto scotea,","But in the end with so much shaking,","Eventually, after a lot of excitement."
Ched i’ pur lo faciea   oltrepassare,"that I made him pass through like this,",that I had him overcome in this way.
"Sì ch’io allora il Fior tutto sfoglai,","that then the flower I revealed it all,","that then I revealed the flower entirely,"
"E la semenza, ch’i’ avea   portata,","and the seed that I had brought,",and the seed I had brought
"Quand’ebi arato, sì•lla seminai;","When I was plowed, I sowed it.","When I had worked the earth, I sowed it."
"La semenza del Fior v’era cascata,","The seed of the flower had fallen there,",The seed of the flower had fallen there.
"Amendue insieme sì•lle mescolai,","I mixed them both together,",I mixed them both together.
Che molta di buon’erba n’è po’ nata.,that very good grass then was born.,that a great quantity of vegetation has grown.
"Quand’i’ mi vidi in così alto grado,","When I saw myself in such a high degree,","When I saw myself in such a high position,"
"Tutti i mie’ ben fattori ringraziai,","I thanked all my wealth factors,",I thanked all my benefactors.
"E più gli amo ogi, ch’i’ non feci mai,","and I love them even more today,",and I love them even more today
Ch’e’ molto si penar di far mi’ grado.,as it pains a lot to do my rank.,as strive intensely to complete my rank.
"Al Die d’Amor, ed a la madre i’ bado","On the Day of Love and on the Mother,","On the Day of Love and the forerunner bado,"
"E a’ baron’ de l’oste, ch’i’ amo assai,","and to the baron of the host I love very much,","and to the baron of the tavern I adore,"
"D’esser lor fedele a senpremai,",to be faithful to them forever,to be devoted to them forever
"E di servirgli, e non guardar ma’ guado.","and to serve them, and not to look at my gain.","and to provide them, and not consider my profit."
"Al buono Amico, e a Bellacoglienza",To the good Friend and to Bell reception,To dear Friend and to Friendly Reception
Rendé’ grazie mille e mille volte;,I make a thousand and a thousand times;,"give repeatedly, offer repeatedly."
"Ma di Ragione non n’ebi sovenenza,","But I had no memory of Reason,","but of Logica I did not remember,"
"Che•lle mie gioie mi credette aver tolte,",who thought she had taken away my joys.,who thought he had deprived me of my pleasures.
"Ma contra lei i’ ebi provedenza,","But I thought against her,","I was cautious against her, careful."
"Sì ch’i’ l’ò tutte quante avute e colte,","so that I had them all, and read them all,",So I got them all and collected them all.
"Malgrado di Richeza, la spietata,","In spite of Wealth, the merciless,","Despite the wealth, the cruel."
"Ch’unquanche di pietà non seppe usare,","who never knew how to use any mercy,",who never knew any mercy.
"Che del camino, c’à nome Troppo-Dare,","That from the fireplace, which has the name Too-Give","That from the hearth, which has name Too-Donate"
Le piaque di vietarmene l’entrata;,She liked to ban entry;,She liked to ban access.
"Ancor di Gielosia, ch’è•ssì spietata,","Still of Jealousy, which is very ruthless,","Still of envy, which is relentless,"
Che dagli amanti vuole il Fior guardare!,who wants to watch the Flower from lovers.,who wants to observe the Flower from the lovers.
"Ma pure ’l mio non sep’ella murare,","But mine couldn't stop me, too.","Even though mine couldn't hold me back,"
"Ched i’ non vi trovasse alcuna entrata,","for I found no entrance,","Since I couldn't find any way in,"
"Ond’io le tolsi il Fior, ch’ella guardava,","So I took away the Flower that looked at him,",So I took away from him the Flower he was watching.
