Original,Translate_IT
" Quando noi fummo sor l'ultima chiostra di Malebolge, sì che i suoi conversi potean parere a la veduta nostra, lamenti saettaron me diversi, che di pietà ferrati avean li strali"," I loro lamenti di dolore mi colpirono l’udito con tale intensità e tanta angoscia, che mi indussero a provare pietà"
 ond'io li orecchi con le man copersi, Perciò io mi coprii le o-recchie con le mani
" Qual dolor fora, se de li spedali di Valdichiana tra 'l luglio e 'l settembre e di Maremma e di Sardigna i mali fossero in una fossa tutti 'nsembre, tal era quivi, e tal puzzo n'usciva qual suol venir de le marcite membre"," Se dagli ospedali della Valdi-chiana, di Maremma e di Sardegna tra luglio e set-tembre i malati fossero riuniti tutti insieme in un’unica fossa, il dolore così sommato sarebbe ugua-le a quello che qui si soffriva"
" Noi discendemmo in su l'ultima riva del lungo scoglio, pur da man sinistra", E il puzzo che ne u-sciva era simile a quello che di solito proviene dalle membra in putrefazione
" e allor fu la mia vista più viva giù ver' lo fondo, là 've la ministra de l'alto Sire infallibil giustizia punisce i falsador che qui registra"," Falsari di metalli Noi discendemmo sull’ultimo argine del lungo pon-te, procedendo sempre a sinistra"
" Non credo ch'a veder maggior tristizia fosse in Egina il popol tutto infermo, quando fu l'aere sì pien di malizia, che li animali, infino al picciol vermo, cascaron tutti, e poi le genti antiche, secondo che i poeti hanno per fermo, si ristorar di seme di formiche"," Allora vidi più chiaramente sul fondo della bolgia, dove l’infallibile giustizia, ministra di Dio, punisce i fal-sari di cui qui prende nota"
 ch'era a veder per quella oscura valle languir li spirti per diverse biche," Non credo che a Ègina, in Grecia, rattristasse di più la vista del popolo am-malato, quando l’aria fu a tal punto ammorbata dalla pestilenza che morirono tutti gli esseri viventi, fino al più piccolo verme"
" Qual sovra 'l ventre e qual sovra le spalle l'un de l'altro giacea, e qual carpone si trasmutava per lo tristo calle"," Poi però le genti antiche, co-me i poeti danno per certo, rinacquero dalla stirpe delle formiche"
" Passo passo andavam sanza sermone, guardando e ascoltando li ammalati, che non potean levar le lor persone"," Dicevo, rattristasse di più che la vista in quella valle oscura degli spiriti che langui-vano in diversi mucchi"
" Io vidi due sedere a sé poggiati, com'a scaldar si poggia tegghia a tegghia, dal capo al piè di schianze macolati"," C’era chi giaceva sul ventre, chi sulle spalle uno dell’altro, chi avanzava carponi in quel luogo malvagio"
" e non vidi già mai menare stregghia a ragazzo aspettato dal segnorso, né a colui che mal volontier vegghia, come ciascun menava spesso il morso de l'unghie sopra sé per la gran rabbia del pizzicor, che non ha più soccorso"," Noi andavamo a passi lenti senza parlare, guardando e ascoltando gli ammalati che non potevano alzarsi"
" e sì traevan giù l'unghie la scabbia, come coltel di scardova le scaglie o d'altro pesce che più larghe l'abbia"," Grifolino d’Arezzo racconta la sua storia Io ne vidi due che sedevano appoggiati l’uno all’al-tro, come si mettono due tegami sul fuoco, coperti di croste dal capo ai piedi"
" “O tu che con le dita ti dismaglie”, cominciò 'l duca mio a l'un di loro, “e che fai d'esse talvolta tanaglie, dinne s'alcun Latino è tra costoro che son quinc'entro, se l'unghia ti basti etternalmente a cotesto lavoro”"," Non vidi mai un garzone atteso dal suo signore né uno stalliere che veglia malvolentieri, usare la striglia come ciascuno di loro usava spesso la lama delle unghie su di sé per il rab-bioso prurito, che non aveva altro sollievo"
" “Latin siam noi, che tu vedi sì guasti qui ambedue”, rispuose l'un piangendo", Si to-glievano la scabbia con le unghie come un coltello toglie le squame della scardola o di un altro pesce che le abbia più larghe
 “ma tu chi se' che di noi dimandasti?”," «O tu che ti scrosti con le dita e le usi talvolta come tenaglie» il mio maestro iniziò a dire a uno di loro, «dicci se tra costoro che son qui dentro c’è qualche italiano, e ti auguro che le unghie possano bastarti in eterno per questo lavoro"
" E 'l duca disse: “I' son un che discendo con questo vivo giù di balzo in balzo, e di mostrar lo 'nferno a lui intendo”","» «Noi, che tu vedi così deturpati, siamo entrambi ita-liani» uno dei due rispose piangendo"
 Allor si ruppe lo comun rincalzo," «Ma chi sei tu, che domandi di noi?» E il maestro rispose: «Io sono un’ombra che discende con questo vivo di cerchio in cerchio e ho il compito di mostrargli l’inferno»"
 e tremando ciascuno a me si volse con altri che l'udiron di rimbalzo," Allora i due smisero di sostenersi a vicenda e, tre-mando, si volsero a me, insieme con altri dannati che di riflesso udirono la risposta"
" Lo buon maestro a me tutto s'accolse, dicendo: “Dì a lor ciò che tu vuoli”", Il buon maestro si avvicinò tutto a me e disse: «Di’ a loro quel che vuoi»
" e io incominciai, poscia ch'ei volse: “Se la vostra memoria non s'imboli nel primo mondo da l'umane menti, ma s'ella viva sotto molti soli, ditemi chi voi siete e di che genti"," Io iniziai a parlare, poiché egli voleva così: «Vi auguro che il vostro ricordo nel mondo terreno non scompaia dalle menti umane, ma sopravviva per molti anni"
 la vostra sconcia e fastidiosa pena di palesarvi a me non vi spaventi”, Ditemi chi siete e da dove venite
" “Io fui d'Arezzo, e Albero da Siena”, rispuose l'un, “mi fé mettere al foco", Spero che la vostra sconcia e fastidiosa pena non v’impedi-sca di dire a me chi siete
 ma quel per ch'io mori' qui non mi mena,"» «Io fui Grifolino d’Arezzo» uno mi rispose, «Albero di Siena mi fece mettere al rogo"
" Vero è ch'i' dissi lui, parlando a gioco: ""I' mi saprei levar per l'aere a volo""", Ma ciò per cui io morii non è la colpa che mi porta qui
" e quei, ch'avea vaghezza e senno poco, volle ch'i' li mostrassi l'arte", È vero che io gli dissi scherzando: “Io saprei levarmi in aria e vo-lare”
" e solo perch'io nol feci Dedalo, mi fece ardere a tal che l'avea per figliuolo"," E quello, che era capriccioso e aveva poco senno, volle che io gli mostrassi quell’arte"
" Ma ne l'ultima bolgia de le diece me per l'alchìmia che nel mondo usai dannò Minòs, a cui fallar non lece”"," E soltan-to per il fatto che io non mi tramutai in Dedalo e non mi misi a volare, mi fece bruciare dal vescovo di Siena, che lo considerava suo figlio"
 E io dissi al poeta: “Or fu già mai gente sì vana come la sanese? Certo non la francesca sì d'assai," Ma Minosse, che non può sbagliare, mi condannò nell’ultima del-le dieci bolge perché nel mondo praticai l’alchimia…» Io dissi al poeta: «Si è mai vista gente così sciocca come quella di Siena? Certamente non è più sciocca quella che abi-ta in Francia"
”,"» Capocchio di Siena parla delle brigate se-nesi Allora l’altro lebbroso, che mi sentì, rispose con ve-lenoso sarcasmo alle mie parole: «Escludi Stricca dei Salimbeni, che seppe fare spese moderate, e Niccolò dei Salimbeni, che per primo scoprì l’uso prelibato dei chiodi di garofano nella terra (=Siena) dove questo seme della ghiottoneria attecchisce"
" Onde l'altro lebbroso, che m'intese, rispuose al detto mio: “Tra'mene Stricca che seppe far le temperate spese, e Niccolò che la costuma ricca del garofano prima discoverse ne l'orto dove tal seme s'appicca"," Ed escludi la brigata spendereccia nella quale Caccia d’Asciano dissipò la vigna e i vasti poderi e in cui Bartolomeo dei Folcacchieri, l’Abba-gliato, dimostrò il suo senno"
" e tra'ne la brigata in che disperse Caccia d'Ascian la vigna e la gran fonda, e l'Abbagliato suo senno proferse"," Ma, affinché tu sappia chi condivide il tuo giudizio sui senesi, aguzza gli occhi verso di me, così riconoscerai la mia faccia"
" Ma perché sappi chi sì ti seconda contra i Sanesi, aguzza ver' me l'occhio, sì che la faccia mia ben ti risponda: sì vedrai ch'io son l'ombra di Capocchio, che falsai li metalli con l'alchìmia", Vedrai che sono l’ombra di Capocchio perché falsi-ficai i metalli con l’alchimia
" e te dee ricordar, se ben t'adocchio, com'io fui di natura buona scimia”"," E ti devi ricordare, se ben ti capisco, come io fui abile a contraffare la na-tura"
,»
"Nel tempo che Iunone era crucciata per Semelè contra 'l sangue tebano, come mostrò una e altra fïata, Atamante divenne tanto insano, che veggendo la moglie con due figli andar carcata da ciascuna mano, gridò: “Tendiam le reti, sì ch'io pigli la leonessa e ' leoncini al varco”","Nel tempo in cui Giunone era adirata a causa di Sè-mele contro la famiglia reale di Tebe, come mostrò più volte, Atamante divenne tanto folle che, veden-do la moglie stringersi al collo i figli uno per mano, gridò: «Tendiamo le reti, così potrò pigliare al varco la leonessa e i leoncini"
" e poi distese i dispietati artigli, prendendo l'un ch'avea nome Learco, e rotollo e percosselo ad un sasso","» Poi distese gli artigli spietati, afferrò quello che a-veva nome Leandro, lo rotolò e lo sbatté contro un sasso"
 e quella s'annegò con l'altro carco, Quella si annegò con l’altro figlio
" E quando la fortuna volse in basso l'altezza de' Troian che tutto ardiva, sì che 'nsieme col regno il re fu casso, Ecuba trista, misera e cattiva, poscia che vide Polissena morta, e del suo Polidoro in su la riva del mar si fu la dolorosa accorta, forsennata latrò sì come cane"," Quando la fortuna abbassò la potenza dei troiani che tutto ardi-va, e il re Priamo fu spento con il suo regno, Ecùba triste, infelice e prigioniera, dopo aver visto Polisséna morta e aver scorto dolorosamente il corpo del suo Polidóro sulla riva del mare, impazzita latrò come un cane, tanto il dolore le sconvolse la mente"
 tanto il dolor le fé la mente torta," Ma non si videro mai furie di Tebe né di Troia tanto crudeli contro qualcuno nel ferir bestie o membra umane quanto io vidi due ombre smorte e nude (=Mirra e Gianni Schicchi) che, mordendo altri dannati, correvano all’impazzata per la bolgia, come fa il porco quando gli si apre il porcile"
" Ma né di Tebe furie né troiane si vider mäi in alcun tanto crude, non punger bestie, nonché membra umane, quant'io vidi in due ombre smorte e nude, che mordendo correvan di quel modo che 'l porco quando del porcil si schiude"," Una di esse (=Gianni Schicchi) fu sopra Capocchio, lo azzannò sulla nuca e, trascinandolo, gli fece grattare con il ventre il duro fondo della bolgia"
" L'una giunse a Capocchio, e in sul nodo del collo l'assannò, sì che, tirando, grattar li fece il ventre al fondo sodo"," Grifolino d’Arezzo indica alcuni dannati Grifolino, che era rimasto immobile, tremando disse: «Quello spirito furioso è Gianni Schicchi e va pieno di rabbia a conciare così gli altri in questo modo»"
" E l'Aretin che rimase, tremando mi disse: “Quel folletto è Gianni Schicchi, e va rabbioso altrui così conciando”"," «Oh» gli dissi, «ti àuguro che l’altro spirito furioso non ti ficchi i denti addosso"
" “Oh”, diss'io lui, “se l'altro non ti ficchi li denti a dosso, non ti sia fatica a dir chi è, pria che di qui si spicchi”",", non ti costi fatica dirci chi è, prima che si allontani…» Ed egli a me: «Quella è l’anima antica della scellerata Mirra, che divenne amante del padre, contro ogni lecito amore"
" Ed elli a me: “Quell'è l'anima antica di Mirra scellerata, che divenne al padre, fuor del dritto amore, amica", Venne a peccare con lui falsificando se stessa e prendendo l’aspetto di un’altra donna
" Questa a peccar con esso così venne, falsificando sé in altrui forma, come l'altro che là sen va, sostenne, per guadagnar la donna de la torma, falsificare in sé Buoso Donati, testando e dando al testamento norma”"," Ugualmente l’altro (=Gianni Schicchi) che fugge in quella dire-zione, per guadagnar la più bella cavalla della man-dria, ardì fingersi Buoso Donati, facendo testamento e dando al testamento valore legale»"
" E poi che i due rabbiosi fuor passati sovra cu' io avea l'occhio tenuto, rivolsilo a guardar li altri mal nati"," Maestro Adamo e i ruscelletti del Casen-tino Dopo che i due rabbiosi, che avevo tenuto d’occhio, corsero via, mi misi a guardare le altre anime malna-te"
" Io vidi un, fatto a guisa di lëuto, pur ch'elli avesse avuta l'anguinaia tronca da l'altro che l'uomo ha forcuto"," Io vidi uno che sarebbe apparso a forma di liuto, se avesse avuto l’inguine tagliato all’altezza delle cosce"
" La grave idropesì, che sì dispaia le membra con l'omor che mal converte, che 'l viso non risponde a la ventraia, faceva lui tener le labbra aperte come l'etico fa, che per la sete l'un verso 'l mento e l'altro in sù rinverte"," L’idropisia, che fa pesanti e che rende spro-porzionate le membra tra loro a causa dell’umore che si trasforma in modo anormale, così che il viso magro non corrisponde al ventre enorme, gli faceva tenere le labbra aperte come fa il tisico, che per l’arsura ripiega un labbro verso il mento e l’altro in su"
" “O voi che sanz'alcuna pena siete, e non so io perché, nel mondo gramo”, diss'elli a noi, “guardate e attendete a la miseria del maestro Adamo"," «O voi, che siete senz’alcuna pena - non so per qua-le motivo - in questo mondo pieno di dolore» egli ci disse, «guardate e mirate l’infelicità di maestro A-damo"
" io ebbi, vivo, assai di quel ch'i' volli, e ora, lasso"," Io ebbi in vita più di quel che volli ed ora, ahimè"
